t_sec,x_m,y_m,z_m,rx_rad,ry_rad,rz_rad
3.430748,0.337757,-0.074356,0.190986,0.747487,-0.593517,1.983752
3.434644,0.337769,-0.074452,0.190689,0.733584,-0.579579,1.987782
3.437406,0.337837,-0.074700,0.190462,0.735847,-0.580209,1.987306
3.440958,0.337617,-0.074770,0.190177,0.727670,-0.569913,1.989415
3.444276,0.337393,-0.074791,0.189788,0.733973,-0.574803,1.986248
3.448231,0.337193,-0.074667,0.189187,0.737374,-0.575900,1.985838
3.451209,0.337089,-0.074440,0.188670,0.748053,-0.582389,1.983691
3.455238,0.337179,-0.074263,0.188259,0.739647,-0.578928,1.985180
3.458298,0.337465,-0.073887,0.187976,0.742759,-0.592793,1.987492
3.460933,0.337642,-0.073528,0.187765,0.739712,-0.595048,1.989990
3.465306,0.337752,-0.073186,0.187609,0.738603,-0.603226,1.990239
3.467796,0.337720,-0.072804,0.187411,0.748903,-0.616271,1.991005
3.471915,0.337455,-0.072199,0.186830,0.765434,-0.629094,1.988098
3.474926,0.336939,-0.071899,0.186213,0.772820,-0.627024,1.983346
3.478193,0.336602,-0.071648,0.185650,0.774122,-0.608016,1.986479
3.481441,0.336279,-0.071490,0.185131,0.762391,-0.615628,1.982804
3.494819,0.336129,-0.071405,0.184050,0.751036,-0.613148,1.976997
3.498434,0.336201,-0.071227,0.183805,0.735527,-0.617534,1.975351
3.501624,0.336294,-0.071052,0.183667,0.712941,-0.622525,1.972940
3.504743,0.336341,-0.071001,0.183552,0.702485,-0.635079,1.968800
3.507766,0.336275,-0.071146,0.183646,0.706781,-0.619745,1.972917
3.510796,0.336212,-0.071175,0.183620,0.709812,-0.613979,1.978235
3.514797,0.336331,-0.071034,0.183347,0.725827,-0.613371,1.981585
3.517596,0.336542,-0.070614,0.182819,0.734478,-0.620880,1.984291
3.521285,0.336602,-0.069967,0.182213,0.750655,-0.631417,1.985230
3.524707,0.336759,-0.069142,0.181412,0.756916,-0.653154,1.982689
3.528062,0.336908,-0.068440,0.180723,0.756533,-0.669765,1.980183
3.531471,0.336898,-0.068038,0.180258,0.748879,-0.678647,1.977830
3.534647,0.336830,-0.067876,0.179968,0.749626,-0.675216,1.978944
3.537930,0.336955,-0.067873,0.179686,0.739676,-0.678765,1.978958
3.541229,0.337011,-0.068067,0.179600,0.734575,-0.675299,1.980642
3.543998,0.337066,-0.068313,0.179471,0.723971,-0.668495,1.982647
3.547662,0.337111,-0.068447,0.179296,0.722880,-0.667791,1.983126
3.551320,0.337108,-0.068556,0.179111,0.724624,-0.667287,1.982795
3.555265,0.337085,-0.068857,0.179101,0.718158,-0.664565,1.982224
3.557763,0.337035,-0.069138,0.179088,0.714240,-0.659644,1.981839
3.561153,0.336771,-0.069100,0.178759,0.723375,-0.663166,1.978329
3.569202,0.336631,-0.068985,0.178298,0.729386,-0.661262,1.977840
3.577245,0.336585,-0.068899,0.177749,0.723773,-0.656161,1.977221
