t_sec,shoulder_joint,upperArm_joint,foreArm_joint,wrist1_joint,wrist2_joint,wrist3_joint,hand_gesture_id,hand_rog,hand_pose_name
20.049710,0.043811024,-1.155029638,1.631006300,-2.156969883,2.230081010,2.367627843,5,4,two_grasp_b
20.073952,0.043811024,-1.155029638,1.631006300,-2.156969883,2.230081010,2.367627843,5,4,two_grasp_b
20.098195,0.043811024,-1.155029638,1.631006300,-2.156969883,2.230081010,2.367627843,5,4,two_grasp_b
20.122437,0.043811024,-1.155029638,1.631006300,-2.156969883,2.230081010,2.367627843,5,4,two_grasp_b
20.146680,0.043811024,-1.155029638,1.631006300,-2.156969883,2.230081010,2.367627843,5,4,two_grasp_b
20.170922,0.043811024,-1.155029638,1.631006300,-2.156969883,2.230081010,2.367627843,5,4,two_grasp_b
20.195164,0.043811024,-1.155029638,1.631006300,-2.156969883,2.230081010,2.367627843,5,4,two_grasp_b
20.219407,0.044079962,-1.154456384,1.630798773,-2.155893318,2.233135933,2.368687398,5,4,two_grasp_b
20.243649,0.044482181,-1.153599033,1.630488398,-2.154283222,2.237704839,2.370272056,5,4,two_grasp_b
20.267892,0.044884401,-1.152741682,1.630178023,-2.152673125,2.242273744,2.371856714,5,4,two_grasp_b
20.292134,0.045286621,-1.151884331,1.629867647,-2.151063029,2.246842650,2.373441372,5,4,two_grasp_b
20.316377,0.045688840,-1.151026980,1.629557272,-2.149452932,2.251411555,2.375026030,5,4,two_grasp_b
20.340619,0.046091060,-1.150169629,1.629246897,-2.147842836,2.255980460,2.376610688,5,4,two_grasp_b
20.364861,0.046493280,-1.149312278,1.628936522,-2.146232739,2.260549366,2.378195346,5,4,two_grasp_b
20.389104,0.046895499,-1.148454927,1.628626147,-2.144622643,2.265118271,2.379780004,5,4,two_grasp_b
20.413346,0.047297719,-1.147597576,1.628315772,-2.143012546,2.269687177,2.381364662,5,4,two_grasp_b
20.437589,0.047699939,-1.146740225,1.628005397,-2.141402450,2.274256082,2.382949320,5,4,two_grasp_b
20.461831,0.047833221,-1.146456128,1.627902549,-2.140868918,2.275770064,2.383474423,5,4,two_grasp_b
20.486073,0.047833221,-1.146456128,1.627902549,-2.140868918,2.275770064,2.383474423,5,4,two_grasp_b
20.510316,0.047833221,-1.146456128,1.627902549,-2.140868918,2.275770064,2.383474423,5,4,two_grasp_b
20.534558,0.047833221,-1.146456128,1.627902549,-2.140868918,2.275770064,2.383474423,5,4,two_grasp_b
20.558801,0.047833221,-1.146456128,1.627902549,-2.140868918,2.275770064,2.383474423,5,4,two_grasp_b
20.583043,0.048688127,-1.146977804,1.628757502,-2.142318542,2.275124108,2.381688780,5,4,two_grasp_b
20.607286,0.049983484,-1.147768250,1.630052930,-2.144515017,2.274145354,2.378983169,5,4,two_grasp_b
20.631528,0.051278840,-1.148558695,1.631348358,-2.146711491,2.273166600,2.376277558,5,4,two_grasp_b
20.655770,0.052574197,-1.149349141,1.632643785,-2.148907966,2.272187846,2.373571947,5,4,two_grasp_b
20.680013,0.053869553,-1.150139586,1.633939213,-2.151104440,2.271209093,2.370866336,5,4,two_grasp_b
20.704255,0.055164909,-1.150930032,1.635234640,-2.153300914,2.270230339,2.368160725,5,4,two_grasp_b
20.728498,0.056460266,-1.151720477,1.636530068,-2.155497389,2.269251585,2.365455114,5,4,two_grasp_b
20.752740,0.057755622,-1.152510923,1.637825496,-2.157693863,2.268272831,2.362749503,5,4,two_grasp_b
20.776983,0.059050979,-1.153301368,1.639120923,-2.159890338,2.267294077,2.360043892,5,4,two_grasp_b
20.801225,0.060346335,-1.154091814,1.640416351,-2.162086812,2.266315323,2.357338281,5,4,two_grasp_b
20.825467,0.060786785,-1.154360583,1.640856825,-2.162833662,2.265982525,2.356418313,5,4,two_grasp_b
20.849710,0.060786785,-1.154360583,1.640856825,-2.162833662,2.265982525,2.356418313,5,4,two_grasp_b
20.873952,0.060786785,-1.154360583,1.640856825,-2.162833662,2.265982525,2.356418313,5,4,two_grasp_b
20.898195,0.060786785,-1.154360583,1.640856825,-2.162833662,2.265982525,2.356418313,5,4,two_grasp_b
20.922437,0.060786785,-1.154360583,1.640856825,-2.162833662,2.265982525,2.356418313,5,4,two_grasp_b
20.946680,0.060786785,-1.154360583,1.640856825,-2.162833662,2.265982525,2.356418313,5,4,two_grasp_b
20.970922,0.060786785,-1.154360583,1.640856825,-2.162833662,2.265982525,2.356418313,5,4,two_grasp_b
20.995164,0.060786785,-1.154360583,1.640856825,-2.162833662,2.265982525,2.356418313,5,4,two_grasp_b
21.019407,0.060786785,-1.154360583,1.640856825,-2.162833662,2.265982525,2.356418313,5,4,two_grasp_b
21.043649,0.060786785,-1.154360583,1.640856825,-2.162833662,2.265982525,2.356418313,5,4,two_grasp_b
21.067892,0.060786785,-1.154360583,1.640856825,-2.162833662,2.265982525,2.356418313,5,4,two_grasp_b
21.092134,0.060786785,-1.154360583,1.640856825,-2.162833662,2.265982525,2.356418313,5,4,two_grasp_b
21.116377,0.060786785,-1.154360583,1.640856825,-2.162833662,2.265982525,2.356418313,6,5,two_open_b
21.140619,0.060786785,-1.154360583,1.640856825,-2.162833662,2.265982525,2.356418313,6,5,two_open_b
21.164861,0.060786785,-1.154360583,1.640856825,-2.162833662,2.265982525,2.356418313,6,5,two_open_b
21.189104,0.060786785,-1.154360583,1.640856825,-2.162833662,2.265982525,2.356418313,6,5,two_open_b
21.213346,0.060786785,-1.154360583,1.640856825,-2.162833662,2.265982525,2.356418313,6,5,two_open_b
21.237589,0.060786785,-1.154360583,1.640856825,-2.162833662,2.265982525,2.356418313,6,5,two_open_b
21.261831,0.060786785,-1.154360583,1.640856825,-2.162833662,2.265982525,2.356418313,6,5,two_open_b
21.286073,0.060786785,-1.154360583,1.640856825,-2.162833662,2.265982525,2.356418313,6,5,two_open_b
21.310316,0.060786785,-1.154360583,1.640856825,-2.162833662,2.265982525,2.356418313,6,5,two_open_b
21.334558,0.060786785,-1.154360583,1.640856825,-2.162833662,2.265982525,2.356418313,6,5,two_open_b
21.358801,0.060786785,-1.154360583,1.640856825,-2.162833662,2.265982525,2.356418313,6,5,two_open_b
21.383043,0.060786785,-1.154360583,1.640856825,-2.162833662,2.265982525,2.356418313,6,5,two_open_b
21.407286,0.060786785,-1.154360583,1.640856825,-2.162833662,2.265982525,2.356418313,6,5,two_open_b
21.431528,0.060786785,-1.154360583,1.640856825,-2.162833662,2.265982525,2.356418313,6,5,two_open_b
21.455770,0.060786785,-1.154360583,1.640856825,-2.162833662,2.265982525,2.356418313,6,5,two_open_b
21.480013,0.060786785,-1.154360583,1.640856825,-2.162833662,2.265982525,2.356418313,6,5,two_open_b
21.504255,0.060786785,-1.154360583,1.640856825,-2.162833662,2.265982525,2.356418313,6,5,two_open_b
21.528498,0.060786785,-1.154360583,1.640856825,-2.162833662,2.265982525,2.356418313,6,5,two_open_b
21.552740,0.060645476,-1.153959346,1.641096073,-2.162600245,2.267254804,2.356695719,6,5,two_open_b
21.576983,0.060117943,-1.152461458,1.641989225,-2.161728858,2.272004444,2.357731325,6,5,two_open_b
21.601225,0.059431769,-1.150513120,1.643150969,-2.160595425,2.278182410,2.359078362,6,5,two_open_b
21.625467,0.058745594,-1.148564783,1.644312714,-2.159461993,2.284360375,2.360425399,6,5,two_open_b
21.649710,0.058059420,-1.146616446,1.645474458,-2.158328560,2.290538341,2.361772435,6,5,two_open_b
21.673952,0.057373246,-1.144668108,1.646636202,-2.157195127,2.296716306,2.363119472,6,5,two_open_b
21.698195,0.056687072,-1.142719771,1.647797946,-2.156061695,2.302894272,2.364466508,6,5,two_open_b
21.722437,0.056000898,-1.140771433,1.648959690,-2.154928262,2.309072238,2.365813545,6,5,two_open_b
21.746680,0.055314724,-1.138823096,1.650121435,-2.153794829,2.315250203,2.367160582,6,5,two_open_b
21.770922,0.054628550,-1.136874759,1.651283179,-2.152661397,2.321428169,2.368507618,6,5,two_open_b
21.795164,0.054083685,-1.135327658,1.652205675,-2.151761381,2.326333855,2.369577248,6,5,two_open_b
21.819407,0.053925044,-1.134877209,1.652474267,-2.151499335,2.327762181,2.369888679,6,5,two_open_b
21.843649,0.053925044,-1.134877209,1.652474267,-2.151499335,2.327762181,2.369888679,6,5,two_open_b
21.867892,0.053925044,-1.134877209,1.652474267,-2.151499335,2.327762181,2.369888679,6,5,two_open_b
21.892134,0.053925044,-1.134877209,1.652474267,-2.151499335,2.327762181,2.369888679,6,5,two_open_b
21.916377,0.053925044,-1.134877209,1.652474267,-2.151499335,2.327762181,2.369888679,6,5,two_open_b
21.940619,0.053925044,-1.134877209,1.652474267,-2.151499335,2.327762181,2.369888679,6,5,two_open_b
21.964861,0.053925044,-1.134877209,1.652474267,-2.151499335,2.327762181,2.369888679,6,5,two_open_b
21.989104,0.053925044,-1.134877209,1.652474267,-2.151499335,2.327762181,2.369888679,6,5,two_open_b
22.013346,0.053925044,-1.134877209,1.652474267,-2.151499335,2.327762181,2.369888679,6,5,two_open_b
22.037589,0.053925044,-1.134877209,1.652474267,-2.151499335,2.327762181,2.369888679,6,5,two_open_b
22.061831,0.053925044,-1.134877209,1.652474267,-2.151499335,2.327762181,2.369888679,6,5,two_open_b
22.086073,0.053925044,-1.134877209,1.652474267,-2.151499335,2.327762181,2.369888679,6,5,two_open_b
22.110316,0.053925044,-1.134877209,1.652474267,-2.151499335,2.327762181,2.369888679,6,5,two_open_b
22.134558,0.053925044,-1.134877209,1.652474267,-2.151499335,2.327762181,2.369888679,6,5,two_open_b
22.158801,0.053925044,-1.134877209,1.652474267,-2.151499335,2.327762181,2.369888679,6,5,two_open_b
22.183043,0.053925044,-1.134877209,1.652474267,-2.151499335,2.327762181,2.369888679,6,5,two_open_b
22.207286,0.053925044,-1.134877209,1.652474267,-2.151499335,2.327762181,2.369888679,6,5,two_open_b
22.231528,0.053925044,-1.134877209,1.652474267,-2.151499335,2.327762181,2.369888679,6,5,two_open_b
22.255770,0.053925044,-1.134877209,1.652474267,-2.151499335,2.327762181,2.369888679,6,5,two_open_b
22.280013,0.053925044,-1.134877209,1.652474267,-2.151499335,2.327762181,2.369888679,6,5,two_open_b
22.304255,0.053925044,-1.134877209,1.652474267,-2.151499335,2.327762181,2.369888679,6,5,two_open_b
22.328498,0.053925044,-1.134877209,1.652474267,-2.151499335,2.327762181,2.369888679,6,5,two_open_b
22.352740,0.053925044,-1.134877209,1.652474267,-2.151499335,2.327762181,2.369888679,6,5,two_open_b
22.376983,0.053925044,-1.134877209,1.652474267,-2.151499335,2.327762181,2.369888679,6,5,two_open_b
22.401225,0.053925044,-1.134877209,1.652474267,-2.151499335,2.327762181,2.369888679,6,5,two_open_b
22.425467,0.053925044,-1.134877209,1.652474267,-2.151499335,2.327762181,2.369888679,6,5,two_open_b
22.449710,0.053925044,-1.134877209,1.652474267,-2.151499335,2.327762181,2.369888679,6,5,two_open_b
22.473952,0.053925044,-1.134877209,1.652474267,-2.151499335,2.327762181,2.369888679,6,5,two_open_b
22.498195,0.053925044,-1.134877209,1.652474267,-2.151499335,2.327762181,2.369888679,6,5,two_open_b
22.522437,0.053925044,-1.134877209,1.652474267,-2.151499335,2.327762181,2.369888679,6,5,two_open_b
22.546680,0.053925044,-1.134877209,1.652474267,-2.151499335,2.327762181,2.369888679,6,5,two_open_b
22.570922,0.053925044,-1.134877209,1.652474267,-2.151499335,2.327762181,2.369888679,6,5,two_open_b
22.595164,0.053925044,-1.134877209,1.652474267,-2.151499335,2.327762181,2.369888679,6,5,two_open_b
22.619407,0.053925044,-1.134877209,1.652474267,-2.151499335,2.327762181,2.369888679,6,5,two_open_b
22.643649,0.053402223,-1.134231568,1.653930773,-2.150535565,2.327415372,2.369138836,6,5,two_open_b
22.667892,0.052879402,-1.133585927,1.655387279,-2.149571796,2.327068562,2.368388993,6,5,two_open_b
22.692134,0.052356581,-1.132940287,1.656843785,-2.148608026,2.326721753,2.367639151,6,5,two_open_b
22.716377,0.051833760,-1.132294646,1.658300291,-2.147644257,2.326374944,2.366889308,6,5,two_open_b
22.740619,0.051310938,-1.131649005,1.659756798,-2.146680487,2.326028135,2.366139465,6,5,two_open_b
22.764861,0.050788117,-1.131003364,1.661213304,-2.145716717,2.325681325,2.365389622,6,5,two_open_b
22.789104,0.050265296,-1.130357723,1.662669810,-2.144752948,2.325334516,2.364639779,6,5,two_open_b
22.813346,0.049742475,-1.129712083,1.664126316,-2.143789178,2.324987707,2.363889937,6,5,two_open_b
22.837589,0.049219654,-1.129066442,1.665582822,-2.142825409,2.324640897,2.363140094,6,5,two_open_b
22.861831,0.048696833,-1.128420801,1.667039328,-2.141861639,2.324294088,2.362390251,6,5,two_open_b
22.886073,0.048696833,-1.128420801,1.667039328,-2.141861639,2.324294088,2.362390251,6,5,two_open_b
22.910316,0.048696833,-1.128420801,1.667039328,-2.141861639,2.324294088,2.362390251,6,5,two_open_b
22.934558,0.048696833,-1.128420801,1.667039328,-2.141861639,2.324294088,2.362390251,6,5,two_open_b
22.958801,0.048696833,-1.128420801,1.667039328,-2.141861639,2.324294088,2.362390251,6,5,two_open_b
22.983043,0.048712733,-1.127890150,1.667395785,-2.140790751,2.323417489,2.363092291,6,5,two_open_b
23.007286,0.048749063,-1.126677648,1.668210266,-2.138343846,2.321414521,2.364696404,6,5,two_open_b
23.031528,0.048785393,-1.125465146,1.669024746,-2.135896941,2.319411553,2.366300516,6,5,two_open_b
23.055770,0.048821723,-1.124252644,1.669839227,-2.133450036,2.317408585,2.367904629,6,5,two_open_b
23.080013,0.048858053,-1.123040142,1.670653707,-2.131003130,2.315405616,2.369508742,6,5,two_open_b
23.104255,0.048894383,-1.121827640,1.671468188,-2.128556225,2.313402648,2.371112855,6,5,two_open_b
23.128498,0.048930713,-1.120615138,1.672282668,-2.126109320,2.311399680,2.372716968,6,5,two_open_b
23.152740,0.048967043,-1.119402636,1.673097149,-2.123662415,2.309396712,2.374321080,6,5,two_open_b
23.176983,0.049003373,-1.118190134,1.673911629,-2.121215510,2.307393744,2.375925193,6,5,two_open_b
23.201225,0.049039703,-1.116977633,1.674726110,-2.118768604,2.305390775,2.377529306,6,5,two_open_b
23.225467,0.049060133,-1.116295782,1.675184133,-2.117392587,2.304264406,2.378431379,6,5,two_open_b
23.249710,0.049060133,-1.116295782,1.675184133,-2.117392587,2.304264406,2.378431379,6,5,two_open_b
23.273952,0.049060133,-1.116295782,1.675184133,-2.117392587,2.304264406,2.378431379,6,5,two_open_b
23.298195,0.049060133,-1.116295782,1.675184133,-2.117392587,2.304264406,2.378431379,6,5,two_open_b
23.322437,0.047226686,-1.114795588,1.675765307,-2.116760388,2.309352638,2.379306334,6,5,two_open_b
23.346680,0.045393239,-1.113295395,1.676346480,-2.116128189,2.314440869,2.380181290,6,5,two_open_b
23.370922,0.043559792,-1.111795201,1.676927653,-2.115495990,2.319529101,2.381056245,6,5,two_open_b
23.395164,0.041726345,-1.110295008,1.677508827,-2.114863791,2.324617332,2.381931200,6,5,two_open_b
23.419407,0.039892898,-1.108794814,1.678090000,-2.114231591,2.329705564,2.382806156,6,5,two_open_b
23.443649,0.038059451,-1.107294621,1.678671174,-2.113599392,2.334793796,2.383681111,6,5,two_open_b
23.467892,0.036226004,-1.105794428,1.679252347,-2.112967193,2.339882027,2.384556066,6,5,two_open_b
23.492134,0.034392557,-1.104294234,1.679833521,-2.112334994,2.344970259,2.385431021,6,5,two_open_b
23.516377,0.032559110,-1.102794041,1.680414694,-2.111702795,2.350058490,2.386305977,6,5,two_open_b
23.540619,0.030173213,-1.100858306,1.681101880,-2.110642558,2.356516303,2.387969711,6,5,two_open_b
23.564861,0.028336322,-1.099410134,1.681454369,-2.109219336,2.361070149,2.390592394,6,5,two_open_b
23.589104,0.026499431,-1.097961963,1.681806857,-2.107796113,2.365623994,2.393215077,6,5,two_open_b
23.613346,0.024662540,-1.096513792,1.682159346,-2.106372891,2.370177839,2.395837760,6,5,two_open_b
23.637589,0.022825649,-1.095065621,1.682511834,-2.104949669,2.374731685,2.398460443,6,5,two_open_b
23.661831,0.020399924,-1.093352890,1.683279650,-2.104180596,2.380325045,2.400900202,6,5,two_open_b
23.686073,0.016834161,-1.091127947,1.684851576,-2.104678016,2.387931003,2.402985800,6,5,two_open_b
23.710316,0.013268397,-1.088903005,1.686423502,-2.105175435,2.395536960,2.405071399,6,5,two_open_b
23.734558,0.009702634,-1.086678062,1.687995429,-2.105672855,2.403142917,2.407156998,6,5,two_open_b
23.758801,0.006136871,-1.084453120,1.689567355,-2.106170275,2.410748874,2.409242596,6,5,two_open_b
23.783043,0.003123558,-1.082663719,1.691033269,-2.107095733,2.416985250,2.410539416,6,5,two_open_b
23.807286,0.001394685,-1.081886947,1.692252707,-2.109016375,2.420037361,2.410002332,6,5,two_open_b
23.831528,-0.000404026,-1.080474227,1.693798482,-2.108561923,2.418017438,2.410716528,6,5,two_open_b
23.855770,-0.002202737,-1.079061506,1.695344257,-2.108107472,2.415997514,2.411430724,6,5,two_open_b
23.880013,-0.004001449,-1.077648785,1.696890032,-2.107653021,2.413977590,2.412144921,6,5,two_open_b
23.904255,-0.005211325,-1.076500624,1.698020480,-2.106544421,2.410918151,2.413042042,6,5,two_open_b
23.928498,-0.006402713,-1.074815112,1.698987019,-2.103430819,2.406636736,2.415453215,6,5,two_open_b
23.952740,-0.007594101,-1.073129601,1.699953557,-2.100317217,2.402355321,2.417864388,6,5,two_open_b
23.976983,-0.008785489,-1.071444089,1.700920095,-2.097203615,2.398073907,2.420275561,6,5,two_open_b
24.001225,-0.010225753,-1.069401257,1.701705990,-2.093181817,2.394119481,2.423523974,6,5,two_open_b
24.025467,-0.012764565,-1.065781196,1.701694524,-2.085151204,2.391608400,2.430467999,6,5,two_open_b
24.049710,-0.015303378,-1.062161135,1.701683057,-2.077120591,2.389097318,2.437412023,6,5,two_open_b
24.073952,-0.017772351,-1.059177024,1.701345253,-2.071465071,2.391658272,2.443104767,6,5,two_open_b
24.098195,-0.021072616,-1.055730797,1.701570695,-2.065833216,2.394093473,2.449082615,6,5,two_open_b
24.122437,-0.024563378,-1.052178673,1.701925210,-2.060206783,2.396499856,2.455125797,6,5,two_open_b
24.146680,-0.028054140,-1.048626550,1.702279725,-2.054580351,2.398906239,2.461168979,6,5,two_open_b
24.170922,-0.030423353,-1.046123988,1.701994040,-2.049692427,2.400522002,2.466052269,6,5,two_open_b
24.195164,-0.033190737,-1.044026876,1.703075608,-2.048275414,2.398244397,2.467446353,6,5,two_open_b
24.219407,-0.035958122,-1.041929764,1.704157177,-2.046858401,2.395966792,2.468840437,6,5,two_open_b
24.243649,-0.038476631,-1.040189974,1.705419388,-2.046349584,2.393362198,2.469397281,6,5,two_open_b
24.267892,-0.039896591,-1.040027411,1.707478961,-2.049849582,2.389314260,2.466258514,6,5,two_open_b
24.292134,-0.042729178,-1.038604448,1.709482671,-2.050929554,2.386992257,2.465572707,6,5,two_open_b
24.316377,-0.045561766,-1.037181485,1.711486380,-2.052009526,2.384670253,2.464886901,6,5,two_open_b
24.340619,-0.047563061,-1.036220637,1.712926843,-2.053065833,2.382474003,2.463915989,6,5,two_open_b
24.364861,-0.049448728,-1.036330745,1.716536370,-2.060102706,2.375690288,2.455980345,6,5,two_open_b
24.389104,-0.051334395,-1.036440853,1.720145897,-2.067139580,2.368906573,2.448044701,6,5,two_open_b
24.413346,-0.053220062,-1.036550962,1.723755424,-2.074176453,2.362122857,2.440109056,6,5,two_open_b
24.437589,-0.054707557,-1.036255620,1.725997696,-2.077742416,2.359232510,2.435662618,6,5,two_open_b
24.461831,-0.057441105,-1.034462107,1.728331331,-2.078040637,2.357762933,2.434805047,6,5,two_open_b
24.486073,-0.060174653,-1.032668594,1.730664965,-2.078338858,2.356293357,2.433947477,6,5,two_open_b
24.510316,-0.063481628,-1.030608765,1.733303302,-2.078333895,2.354470097,2.433622453,6,5,two_open_b
24.534558,-0.065857235,-1.029585827,1.736253229,-2.080494508,2.350624067,2.431291416,6,5,two_open_b
24.558801,-0.068232841,-1.028562889,1.739203156,-2.082655121,2.346778038,2.428960379,6,5,two_open_b
24.583043,-0.070608447,-1.027539950,1.742153082,-2.084815734,2.342932009,2.426629341,6,5,two_open_b
24.607286,-0.073808166,-1.025502051,1.743950119,-2.083228738,2.342679437,2.428854420,6,5,two_open_b
24.631528,-0.077007885,-1.023464151,1.745747155,-2.081641741,2.342426865,2.431079498,6,5,two_open_b
24.655770,-0.081741411,-1.020647771,1.747152634,-2.078179374,2.345792845,2.436109495,6,5,two_open_b
24.680013,-0.086899328,-1.017615993,1.748449772,-2.074198108,2.350160046,2.441915588,6,5,two_open_b
24.704255,-0.090811192,-1.016082386,1.749655550,-2.073484583,2.353106477,2.444132813,6,5,two_open_b
24.728498,-0.094723056,-1.014548778,1.750861327,-2.072771058,2.356052907,2.446350038,6,5,two_open_b
24.752740,-0.098926332,-1.014193813,1.752957435,-2.075608680,2.356581493,2.445039454,6,5,two_open_b
24.776983,-0.102648351,-1.014062356,1.754797816,-2.078700752,2.357406914,2.443281922,6,5,two_open_b
24.801225,-0.106370371,-1.013930900,1.756638198,-2.081792825,2.358232335,2.441524390,6,5,two_open_b
24.825467,-0.111001133,-1.013165337,1.758098961,-2.082408970,2.359569251,2.442418438,6,5,two_open_b
24.849710,-0.115102364,-1.012191879,1.758260144,-2.079780148,2.362136942,2.446733768,6,5,two_open_b
24.873952,-0.119203596,-1.011218422,1.758421326,-2.077151325,2.364704633,2.451049099,6,5,two_open_b
24.898195,-0.121771020,-1.011023444,1.758974066,-2.076397874,2.363653772,2.452559512,6,5,two_open_b
24.922437,-0.125039983,-1.011169296,1.760490320,-2.077391331,2.360393265,2.451816187,6,5,two_open_b
24.946680,-0.128308946,-1.011315148,1.762006575,-2.078384787,2.357132758,2.451072862,6,5,two_open_b
24.970922,-0.131577909,-1.011461000,1.763522829,-2.079378244,2.353872251,2.450329538,6,5,two_open_b
24.995164,-0.135463803,-1.010413911,1.763749168,-2.075732071,2.354953993,2.454691342,6,5,two_open_b
25.019407,-0.139349698,-1.009366821,1.763975508,-2.072085898,2.356035734,2.459053146,6,5,two_open_b
25.043649,-0.144442526,-1.007928530,1.764100360,-2.067148009,2.359469318,2.465552779,6,5,two_open_b
25.067892,-0.149137071,-1.006958891,1.764561908,-2.064139729,2.363386093,2.470305005,6,5,two_open_b
25.092134,-0.153462167,-1.006247049,1.765177790,-2.062138038,2.367094918,2.473979231,6,5,two_open_b
25.116377,-0.157787262,-1.005535207,1.765793673,-2.060136346,2.370803744,2.477653457,6,5,two_open_b
25.140619,-0.162132472,-1.004850327,1.766437544,-2.058197657,2.374475383,2.481279634,6,5,two_open_b
25.164861,-0.166268354,-1.005268615,1.767501620,-2.057901797,2.377660978,2.484194003,6,5,two_open_b
25.189104,-0.170404235,-1.005686903,1.768565696,-2.057605937,2.380846573,2.487108371,6,5,two_open_b
25.213346,-0.175651048,-1.006494930,1.769967963,-2.057745725,2.384777252,2.490148074,6,5,two_open_b
25.237589,-0.179625455,-1.007657024,1.771528845,-2.059359282,2.387277629,2.491101532,6,5,two_open_b
25.261831,-0.183599862,-1.008819117,1.773089728,-2.060972839,2.389778006,2.492054990,6,5,two_open_b
25.286073,-0.186979894,-1.010208682,1.774510266,-2.063051453,2.391325784,2.492233065,6,5,two_open_b
25.310316,-0.190967268,-1.011464924,1.775532431,-2.064167894,2.394432224,2.493993168,6,5,two_open_b
25.334558,-0.194954641,-1.012721166,1.776554597,-2.065284334,2.397538664,2.495753271,6,5,two_open_b
25.358801,-0.200323070,-1.013214768,1.776672722,-2.061831268,2.402647408,2.502849035,6,5,two_open_b
25.383043,-0.205824547,-1.013596828,1.776662598,-2.057808427,2.408015401,2.510584590,6,5,two_open_b
25.407286,-0.210409424,-1.012750289,1.775377095,-2.050914747,2.415077863,2.520509595,6,5,two_open_b
25.431528,-0.214994300,-1.011903751,1.774091592,-2.044021067,2.422140324,2.530434599,6,5,two_open_b
25.455770,-0.218468245,-1.010667473,1.772467898,-2.036691740,2.428457701,2.540234269,6,5,two_open_b
25.480013,-0.222500087,-1.009159000,1.770228319,-2.027395482,2.435101305,2.551764550,6,5,two_open_b
25.504255,-0.227500914,-1.007399528,1.767291421,-2.015718852,2.442334239,2.565510271,6,5,two_open_b
25.528498,-0.231889183,-1.005803788,1.764596354,-2.004868880,2.448167930,2.577893547,6,5,two_open_b
25.552740,-0.236429598,-1.002930049,1.760992327,-1.989509177,2.454827400,2.594302651,6,5,two_open_b
25.576983,-0.242009152,-0.998766107,1.756283448,-1.969225039,2.464251856,2.616040251,6,5,two_open_b
25.601225,-0.246207652,-0.995364806,1.752478608,-1.953510407,2.471674007,2.632442190,6,5,two_open_b
25.625467,-0.250482788,-0.991705808,1.748653114,-1.936949954,2.479267836,2.649549880,6,5,two_open_b
25.649710,-0.255941333,-0.986284189,1.744204940,-1.913424031,2.488889317,2.673339286,6,5,two_open_b
25.673952,-0.261399877,-0.980862570,1.739756766,-1.889898107,2.498510797,2.697128693,6,5,two_open_b
25.698195,-0.266858422,-0.975440951,1.735308591,-1.866372184,2.508132278,2.720918100,6,5,two_open_b
25.722437,-0.271549704,-0.970218077,1.731412568,-1.844731089,2.517287114,2.742953275,6,5,two_open_b
25.746680,-0.276483253,-0.965460982,1.728185204,-1.824700524,2.526089270,2.764595235,6,5,two_open_b
25.770922,-0.281416801,-0.960703886,1.724957840,-1.804669958,2.534891426,2.786237195,6,5,two_open_b
25.795164,-0.285080402,-0.957523566,1.723080733,-1.790657616,2.540314454,2.801367125,6,5,two_open_b
25.819407,-0.287704864,-0.955633448,1.722308478,-1.781569709,2.542972497,2.811168560,6,5,two_open_b
25.843649,-0.290329326,-0.953743331,1.721536223,-1.772481802,2.545630540,2.820969996,6,5,two_open_b
25.867892,-0.293903195,-0.953927005,1.719949901,-1.768419825,2.548142862,2.827110114,6,5,two_open_b
25.892134,-0.296293656,-0.955873301,1.718986259,-1.771323318,2.548627532,2.826568516,6,5,two_open_b
25.916377,-0.298684117,-0.957819598,1.718022618,-1.774226811,2.549112202,2.826026918,6,5,two_open_b
25.940619,-0.301074578,-0.959765894,1.717058976,-1.777130305,2.549596873,2.825485319,6,5,two_open_b
25.964861,-0.303465039,-0.961712190,1.716095334,-1.780033798,2.550081543,2.824943721,6,5,two_open_b
25.989104,-0.304716598,-0.964836026,1.713995902,-1.783445949,2.549581616,2.823366203,5,4,two_grasp_b
26.013346,-0.305968156,-0.967959863,1.711896470,-1.786858100,2.549081689,2.821788684,5,4,two_grasp_b
26.037589,-0.307219714,-0.971083699,1.709797038,-1.790270251,2.548581762,2.820211165,6,5,two_open_b
26.061831,-0.308471272,-0.974207536,1.707697606,-1.793682402,2.548081835,2.818633647,6,5,two_open_b
26.086073,-0.309722830,-0.977331372,1.705598175,-1.797094553,2.547581909,2.817056128,5,4,two_grasp_b
26.110316,-0.309795179,-0.978723692,1.704433725,-1.796833367,2.546833962,2.817842433,5,4,two_grasp_b
26.134558,-0.309595737,-0.980864195,1.702590673,-1.795262773,2.546965021,2.820616297,5,4,two_grasp_b
26.158801,-0.309396295,-0.983004697,1.700747622,-1.793692179,2.547096079,2.823390160,5,4,two_grasp_b
26.183043,-0.309196853,-0.985145200,1.698904570,-1.792121585,2.547227138,2.826164024,5,4,two_grasp_b
26.207286,-0.308966753,-0.987361633,1.697074953,-1.790738057,2.547348384,2.828765505,5,4,two_grasp_b
26.231528,-0.308296031,-0.989097830,1.696571153,-1.791862757,2.548099720,2.828510018,5,4,two_grasp_b
26.255770,-0.307257037,-0.991746110,1.696228722,-1.795234500,2.548733199,2.826183867,5,4,two_grasp_b
26.280013,-0.305922551,-0.995126223,1.696015768,-1.800409214,2.549272112,2.822196268,5,4,two_grasp_b
