trial_id,frame_index,t_sec,stage,hand_target_x_m,hand_target_y_m,hand_target_z_m,pick_x_m,pick_y_m,pick_z_m,place_x_m,place_y_m,place_z_m,object_x_m,object_y_m,object_z_m,wall_time
1,83,2.7666666666666666,transfer,0.2,0.0,-0.8833333333333333,0.0,0.0,-0.9,0.2,0.0,-0.9,0.0,0.0,-0.9999999999999999,0.571441650390625
1,84,2.8,transfer,0.2,0.0,-0.8857142857142857,0.0,0.0,-0.9,0.2,0.0,-0.9,0.0,0.0,-0.9999999999999999,0.5768561363220215
1,85,2.833333333333333,transfer,0.2,0.0,-0.888095238095238,0.0,0.0,-0.9,0.2,0.0,-0.9,0.0,0.0,-0.9999999999999999,0.5833890438079834
1,86,2.8666666666666663,transfer,0.2,0.0,-0.8904761904761904,0.0,0.0,-0.9,0.2,0.0,-0.9,0.0,0.0,-0.9999999999999999,0.59017014503479
1,87,2.8999999999999995,transfer,0.2,0.0,-0.8928571428571429,0.0,0.0,-0.9,0.2,0.0,-0.9,0.0,0.0,-0.9999999999999999,0.5956339836120605
1,88,2.9333333333333327,transfer,0.2,0.0,-0.8952380952380953,0.0,0.0,-0.9,0.2,0.0,-0.9,0.0,0.0,-0.9999999999999999,0.6018984317779541
1,89,2.966666666666666,transfer,0.2,0.0,-0.8976190476190476,0.0,0.0,-0.9,0.2,0.0,-0.9,0.0,0.0,-0.9999999999999999,0.6093859672546387
1,90,2.999999999999999,release,0.2,0.0,-0.9,0.0,0.0,-0.9,0.2,0.0,-0.9,0.0,0.0,-0.9999999999999999,0.6165440082550049
1,91,3.0333333333333323,release,0.2,0.0,-0.9000000000000001,0.0,0.0,-0.9,0.2,0.0,-0.9,0.0,0.0,-0.9999999999999999,0.6248676776885986
1,92,3.0666666666666655,release,0.2,0.0,-0.9,0.0,0.0,-0.9,0.2,0.0,-0.9,0.0,0.0,-0.9999999999999999,0.6311137676239014
1,93,3.0999999999999988,release,0.20000000000000004,0.0,-0.9000000000000001,0.0,0.0,-0.9,0.2,0.0,-0.9,0.0,0.0,-0.9999999999999999,0.637000560760498
1,94,3.133333333333332,release,0.20000000000000004,0.0,-0.9,0.0,0.0,-0.9,0.2,0.0,-0.9,0.0,0.0,-0.9999999999999999,0.6449315547943115
1,95,3.166666666666665,release,0.2,0.0,-0.9000000000000001,0.0,0.0,-0.9,0.2,0.0,-0.9,0.0,0.0,-0.9999999999999999,0.6521956920623779
1,96,3.1999999999999984,release,0.2,0.0,-0.9000000000000001,0.0,0.0,-0.9,0.2,0.0,-0.9,0.0,0.0,-0.9999999999999999,0.6581289768218994
1,97,3.2333333333333316,release,0.2,0.0,-0.9,0.0,0.0,-0.9,0.2,0.0,-0.9,0.0,0.0,-0.9999999999999999,0.6637241840362549
1,98,3.266666666666665,release,0.2,0.0,-0.9,0.0,0.0,-0.9,0.2,0.0,-0.9,0.0,0.0,-0.9999999999999999,0.6697216033935547
1,99,3.299999999999998,release,0.2,0.0,-0.9000000000000001,0.0,0.0,-0.9,0.2,0.0,-0.9,0.0,0.0,-0.9999999999999999,0.6753947734832764
1,100,3.3333333333333313,release,0.2,0.0,-0.9,0.0,0.0,-0.9,0.2,0.0,-0.9,0.0,0.0,-0.9999999999999999,0.681739091873169
1,101,3.3666666666666645,release,0.2,0.0,-0.8999999999999999,0.0,0.0,-0.9,0.2,0.0,-0.9,0.0,0.0,-0.9999999999999999,0.6874251365661621
1,102,3.3999999999999977,release,0.2,0.0,-0.9,0.0,0.0,-0.9,0.2,0.0,-0.9,0.0,0.0,-0.9999999999999999,0.6928575038909912
1,103,3.433333333333331,release,0.2,0.0,-0.9,0.0,0.0,-0.9,0.2,0.0,-0.9,0.0,0.0,-0.9999999999999999,0.6989378929138184
1,104,3.466666666666664,release,0.2,0.0,-0.9,0.0,0.0,-0.9,0.2,0.0,-0.9,0.0,0.0,-0.9999999999999999,0.7047877311706543
