t_sec,x_m,y_m,z_m,rx_rad,ry_rad,rz_rad
1.231744,0.372073,0.005955,0.372033,2.453229,0.648484,0.790289
1.282446,0.369069,0.020326,0.362935,2.477491,0.731177,0.735611
1.289360,0.368854,0.020490,0.362779,2.479918,0.728405,0.734333
1.292568,0.368720,0.020830,0.362539,2.484395,0.726048,0.735788
1.299247,0.368741,0.022741,0.361318,2.497364,0.702856,0.741590
1.302451,0.368824,0.023695,0.360683,2.505736,0.687825,0.744646
1.305800,0.368874,0.024579,0.360184,2.506401,0.690552,0.744745
1.308911,0.368868,0.025341,0.359648,2.509369,0.689541,0.742209
1.312754,0.368838,0.025593,0.359293,2.508515,0.690184,0.737092
1.316315,0.368894,0.026051,0.358833,2.499636,0.712996,0.727327
1.318973,0.369170,0.026835,0.358200,2.500625,0.708713,0.730130
1.322665,0.369501,0.027658,0.357535,2.505414,0.697594,0.735016
1.326544,0.369730,0.028779,0.356917,2.513585,0.687943,0.739676
1.328704,0.369929,0.029887,0.356293,2.522913,0.677735,0.744729
1.332596,0.369972,0.030646,0.355751,2.522394,0.681431,0.745606
1.335622,0.369828,0.031166,0.355195,2.517385,0.700805,0.735969
1.339220,0.369639,0.031596,0.354658,2.512592,0.714597,0.730315
1.342098,0.369745,0.031984,0.353958,2.501151,0.732576,0.727870
1.344944,0.369916,0.032726,0.353324,2.499953,0.733653,0.727657
1.349444,0.370106,0.033804,0.352436,2.500752,0.738381,0.725613
1.352492,0.370267,0.035022,0.351416,2.503173,0.740552,0.725555
1.358947,0.370523,0.037353,0.349382,2.509529,0.740374,0.724874
1.362628,0.370506,0.038139,0.348474,2.512241,0.741501,0.720961
1.365700,0.370495,0.038748,0.347787,2.507578,0.760914,0.714717
1.369399,0.370532,0.039287,0.347331,2.510559,0.757867,0.712943
1.372590,0.370703,0.040057,0.346913,2.521901,0.744474,0.713432
1.375321,0.370938,0.040912,0.346371,2.528935,0.733947,0.713241
