t_sec,x_m,y_m,z_m,rx_rad,ry_rad,rz_rad
0.773034,0.410443,0.090669,0.165674,2.732101,0.191621,0.805273
0.781079,0.410429,0.091095,0.165930,2.730029,0.192911,0.814859
0.787599,0.410506,0.091794,0.166362,2.729766,0.191839,0.830462
0.798344,0.410498,0.092359,0.166800,2.725503,0.193761,0.849105
0.809431,0.410453,0.093083,0.167419,2.724603,0.190010,0.866541
0.830504,0.410392,0.093832,0.168134,2.724372,0.186552,0.885446
0.843822,0.410251,0.094712,0.168968,2.719619,0.187182,0.910918
0.851627,0.410031,0.095472,0.169680,2.721634,0.181285,0.924773
0.861575,0.409876,0.096442,0.170370,2.727691,0.173976,0.936458
0.864842,0.409858,0.097143,0.170989,2.727480,0.173646,0.951842
0.874877,0.409942,0.097885,0.171648,2.727296,0.173451,0.965866
0.878825,0.410098,0.098423,0.172149,2.730149,0.169125,0.972928
0.884588,0.410286,0.098792,0.172587,2.725864,0.170615,0.984849
0.888959,0.410450,0.099077,0.173013,2.723718,0.170694,0.993488
0.891622,0.410538,0.099468,0.173336,2.725464,0.166648,0.998437
0.895493,0.410546,0.099789,0.173539,2.724888,0.163475,1.004583
0.898615,0.410565,0.100255,0.173819,2.728692,0.157455,1.009548
0.902350,0.410575,0.100766,0.174140,2.732348,0.151832,1.014234
0.905385,0.410587,0.101184,0.174392,2.734332,0.147601,1.020610
0.908978,0.410669,0.101499,0.174612,2.733141,0.148336,1.024501
0.911914,0.410749,0.101783,0.174795,2.733476,0.148164,1.028322
0.915552,0.410814,0.101970,0.174910,2.731737,0.149975,1.030474
0.919021,0.410809,0.102227,0.175001,2.733132,0.148286,1.031014
0.922086,0.410785,0.102515,0.175095,2.734130,0.147040,1.029849
0.925624,0.410651,0.102818,0.175148,2.739576,0.141012,1.027670
0.929096,0.410503,0.103192,0.175244,2.744640,0.137143,1.024453
0.932135,0.410353,0.103527,0.175361,2.749362,0.133294,1.020972
0.936483,0.410299,0.103689,0.175459,2.749189,0.136429,1.019621
0.938789,0.410260,0.103779,0.175532,2.744826,0.145914,1.019730
0.942035,0.410259,0.103831,0.175569,2.739963,0.158225,1.018121
0.945152,0.410283,0.104053,0.175620,2.739166,0.160438,1.019577
0.949046,0.410315,0.104273,0.175642,2.738801,0.162840,1.020778
0.952137,0.410319,0.104541,0.175625,2.738454,0.161575,1.022321
0.955664,0.410349,0.104911,0.175760,2.741987,0.154076,1.024340
0.958951,0.410463,0.105369,0.175929,2.745403,0.145464,1.030253
0.962157,0.410559,0.105581,0.176059,2.743556,0.145969,1.034646
0.964978,0.410618,0.105843,0.176195,2.742420,0.145183,1.039051
0.968257,0.410682,0.106093,0.176356,2.740352,0.146285,1.042986
0.972213,0.410702,0.106275,0.176405,2.738758,0.146700,1.046556
0.975570,0.410628,0.106409,0.176410,2.737181,0.148805,1.045390
0.978224,0.410476,0.106675,0.176514,2.738751,0.146424,1.045394
0.981787,0.410357,0.106891,0.176623,2.738501,0.146151,1.045082
0.985121,0.410205,0.107096,0.176713,2.736301,0.149319,1.048247
0.988759,0.410061,0.107600,0.176704,2.741101,0.148931,1.047895
0.992410,0.409935,0.108079,0.176754,2.745940,0.146762,1.050046
0.995039,0.409857,0.108437,0.176687,2.746376,0.148434,1.051867
0.999027,0.409844,0.108800,0.176687,2.749131,0.149834,1.053774
1.002323,0.409802,0.109250,0.176633,2.754670,0.147297,1.054346
1.005653,0.409762,0.109437,0.176717,2.754193,0.146404,1.058081
1.008698,0.409651,0.109628,0.176772,2.754209,0.148416,1.059935
1.011992,0.409572,0.109834,0.176860,2.755363,0.146724,1.062416
1.015167,0.409429,0.110018,0.176866,2.756527,0.142154,1.068226
1.018488,0.409349,0.109978,0.176921,2.753548,0.150305,1.067984
1.021919,0.409308,0.109903,0.176924,2.748235,0.156494,1.069366
1.025175,0.409306,0.109700,0.176954,2.744543,0.158864,1.076174
1.028754,0.409327,0.109604,0.176941,2.736711,0.168470,1.079009
1.032153,0.409265,0.109822,0.177100,2.737491,0.166005,1.083156
1.035350,0.409139,0.110183,0.177256,2.742382,0.152848,1.090775
1.038539,0.408954,0.110327,0.177297,2.741722,0.156494,1.092066
1.042023,0.408773,0.110563,0.177332,2.739399,0.151400,1.095206
1.045110,0.408561,0.110658,0.177409,2.745087,0.140197,1.102475
1.048502,0.408236,0.110506,0.177253,2.735938,0.155476,1.101019
1.051764,0.407957,0.110217,0.177050,2.731573,0.163644,1.098838
1.055160,0.407553,0.110216,0.176842,2.731375,0.157310,1.103603
1.058765,0.407111,0.110232,0.176607,2.731133,0.164316,1.101083
1.062023,0.406661,0.110420,0.176280,2.735239,0.160968,1.099391
1.065025,0.406385,0.110755,0.176087,2.738488,0.152477,1.101198
1.068297,0.406077,0.111073,0.175942,2.742516,0.143195,1.106276
1.072035,0.405922,0.111324,0.175919,2.747251,0.136710,1.110259
1.075727,0.405662,0.111605,0.175862,2.746081,0.130297,1.118707
1.090336,0.405259,0.111980,0.175830,2.746510,0.127450,1.124667
1.102175,0.404784,0.112169,0.175690,2.753155,0.116416,1.132259
1.104675,0.404175,0.112368,0.175456,2.752658,0.115126,1.138065
1.113502,0.403405,0.112595,0.175152,2.755358,0.109882,1.142430
1.123521,0.402414,0.112908,0.174729,2.762222,0.102550,1.143912
1.143018,0.401429,0.113030,0.174294,2.758689,0.105810,1.148324
1.158267,0.400515,0.113124,0.173899,2.755817,0.110063,1.151805
1.161314,0.399634,0.113389,0.173550,2.754441,0.111175,1.153824
1.168562,0.398859,0.113621,0.173276,2.751268,0.118066,1.157672
1.178359,0.398415,0.113758,0.173133,2.748263,0.117623,1.163907
1.188269,0.398090,0.113761,0.173012,2.749361,0.115470,1.165924
1.192012,0.397784,0.113761,0.172876,2.744545,0.119410,1.169375
1.197310,0.397617,0.113707,0.172828,2.743268,0.119041,1.175085
1.202375,0.397471,0.113677,0.172755,2.743083,0.114971,1.178735
1.205672,0.397269,0.113669,0.172719,2.745878,0.116592,1.179806
1.208807,0.397093,0.113721,0.172736,2.746480,0.118706,1.180806
1.212359,0.396884,0.113789,0.172749,2.747343,0.115118,1.183326
1.215324,0.396677,0.113860,0.172756,2.748817,0.113654,1.184753
1.218900,0.396441,0.113935,0.172755,2.750674,0.112487,1.187248
