t_sec,x_m,y_m,z_m,qw,qx,qy,qz,rx,ry,rz,hand_gesture_id,hand_rog,hand_pose_name
25.576983,0.304454,-0.084953,0.106245,-0.352525766,0.255253099,0.356160490,0.826874322,-0.660376605,-0.921438589,-2.139243203,6,5,two_open_b
25.601225,0.304290,-0.085625,0.105821,-0.352382847,0.255426562,0.358395602,0.825915367,-0.660870735,-0.927284784,-2.136908906,6,5,two_open_b
25.625467,0.304139,-0.086274,0.105401,-0.352247485,0.255589200,0.360550374,0.824984423,-0.661334525,-0.932920523,-2.134639025,6,5,two_open_b
25.649710,0.304003,-0.086907,0.104983,-0.352081948,0.255778801,0.362657928,0.824072044,-0.661877739,-0.938448412,-2.132447802,6,5,two_open_b
25.673952,0.303885,-0.087516,0.104557,-0.351952494,0.256017127,0.364680320,0.823160335,-0.662535655,-0.943740434,-2.130221041,6,5,two_open_b
25.698195,0.303787,-0.088097,0.104130,-0.351854463,0.256153728,0.366643802,0.822287071,-0.662920379,-0.948866329,-2.128061378,6,5,two_open_b
25.722437,0.303701,-0.088654,0.103676,-0.351831693,0.256220523,0.368880186,0.821275174,-0.663100495,-0.954664488,-2.125465863,6,5,two_open_b
25.746680,0.303621,-0.089199,0.103216,-0.351840719,0.256210411,0.371326554,0.820171277,-0.663071451,-0.960991536,-2.122599766,6,5,two_open_b
25.770922,0.303549,-0.089724,0.102754,-0.351867409,0.256194448,0.373739537,0.819068062,-0.663021635,-0.967223925,-2.119717469,6,5,two_open_b
25.795164,0.303485,-0.090223,0.102291,-0.351900134,0.256213365,0.375998210,0.818013663,-0.663060168,-0.973053988,-2.116955441,6,5,two_open_b
25.819407,0.303444,-0.090680,0.101839,-0.351963028,0.256173299,0.378221322,0.816973622,-0.662936450,-0.978777653,-2.114200016,6,5,two_open_b
25.843649,0.303412,-0.091112,0.101392,-0.352038119,0.256149623,0.380353930,0.815957978,-0.662851269,-0.984261004,-2.111495520,6,5,two_open_b
25.867892,0.303393,-0.091506,0.100957,-0.352143105,0.256136576,0.382310166,0.815001979,-0.662784081,-0.989273364,-2.108915279,6,5,two_open_b
25.892134,0.303378,-0.091867,0.100528,-0.352249455,0.256258351,0.383938793,0.814151695,-0.663065318,-0.993436886,-2.106607456,6,5,two_open_b
25.916377,0.303364,-0.092179,0.100102,-0.352347057,0.256766714,0.384910893,0.813490019,-0.664349559,-0.995905496,-2.104796709,6,5,two_open_b
25.940619,0.303358,-0.092462,0.099668,-0.352495246,0.257216592,0.386021967,0.812756893,-0.665466198,-0.998709174,-2.102750196,6,5,two_open_b
25.964861,0.303364,-0.092728,0.099238,-0.352666668,0.257509577,0.387272604,0.811994439,-0.666169366,-1.001862330,-2.100604669,6,5,two_open_b
25.989104,0.303384,-0.092976,0.098810,-0.352861220,0.257623065,0.388753893,0.811165659,-0.666400704,-1.005600443,-2.098264634,6,5,two_open_b
26.013346,0.303436,-0.093184,0.098390,-0.353101174,0.257437900,0.390500485,0.810280605,-0.665845028,-1.010002050,-2.095733818,6,5,two_open_b
26.037589,0.303499,-0.093379,0.097962,-0.353410615,0.256963450,0.392651573,0.809256118,-0.664519196,-1.015414868,-2.092773213,6,5,two_open_b
26.061831,0.303576,-0.093544,0.097539,-0.353726537,0.256445508,0.394799487,0.808236725,-0.663079244,-1.020814706,-2.089820178,6,5,two_open_b
26.086073,0.303655,-0.093683,0.097120,-0.354075097,0.255910363,0.396991046,0.807179547,-0.661584906,-1.026309683,-2.086737706,6,5,two_open_b
26.110316,0.303729,-0.093779,0.096712,-0.354503918,0.255523090,0.398788209,0.806227565,-0.660447868,-1.030743730,-2.083847990,6,5,two_open_b
26.134558,0.303784,-0.093808,0.096333,-0.354928958,0.255636761,0.399517545,0.805643229,-0.660607030,-1.032418411,-2.081913330,6,5,two_open_b
26.158801,0.303823,-0.093784,0.095978,-0.355303359,0.256265341,0.399485434,0.805294347,-0.662112543,-1.032150177,-2.080638320,6,5,two_open_b
26.183043,0.303857,-0.093731,0.095630,-0.355623957,0.257384249,0.398967958,0.805052494,-0.664901300,-1.030654812,-2.079693893,6,5,two_open_b
26.207286,0.303893,-0.093632,0.095304,-0.355987952,0.258445333,0.398304175,0.804880346,-0.667525978,-1.028760630,-2.078886600,6,5,two_open_b
26.231528,0.303936,-0.093502,0.094990,-0.356469693,0.259061459,0.397967195,0.804635713,-0.668962962,-1.027653108,-2.077775257,6,5,two_open_b
26.255770,0.303981,-0.093352,0.094682,-0.357054561,0.259329978,0.398140748,0.804203922,-0.669468843,-1.027813398,-2.076078800,6,5,two_open_b
26.280013,0.304022,-0.093164,0.094390,-0.357687730,0.259633464,0.398061298,0.803863891,-0.670049223,-1.027296939,-2.074572231,6,5,two_open_b
26.304255,0.304057,-0.092924,0.094122,-0.358266621,0.260382531,0.397153296,0.803812929,-0.671796302,-1.024669798,-2.073866288,6,5,two_open_b
26.328498,0.304099,-0.092660,0.093858,-0.358801996,0.261198164,0.396320958,0.803720315,-0.673728148,-1.022260574,-2.073096500,6,5,two_open_b
26.352740,0.304151,-0.092392,0.093584,-0.359353856,0.261692918,0.396306305,0.803319946,-0.674826252,-1.021953139,-2.071517232,6,5,two_open_b
26.376983,0.304202,-0.092069,0.093331,-0.359824533,0.262539434,0.395600525,0.803180911,-0.676856900,-1.019903721,-2.070692902,6,5,two_open_b
26.401225,0.304252,-0.091701,0.093090,-0.360326692,0.263403334,0.394527263,0.803200845,-0.678921250,-1.016892755,-2.070247603,6,5,two_open_b
26.425467,0.304312,-0.091319,0.092846,-0.360937635,0.263779144,0.394101984,0.803011963,-0.679691573,-1.015500290,-2.069157006,6,5,two_open_b
26.449710,0.304378,-0.090892,0.092618,-0.361494548,0.264349031,0.393153668,0.803038900,-0.680978972,-1.012787447,-2.068676409,6,5,two_open_b
26.473952,0.304445,-0.090441,0.092391,-0.362104141,0.264896905,0.392269849,0.803015931,-0.682191872,-1.010216795,-2.068015632,6,5,two_open_b
26.498195,0.304521,-0.089991,0.092146,-0.362873909,0.264872112,0.392181194,0.802719878,-0.681877642,-1.009617758,-2.066494407,6,5,two_open_b
26.522437,0.304599,-0.089519,0.091913,-0.363649881,0.264847069,0.392094266,0.802419392,-0.681561026,-1.009020683,-2.064956907,6,5,two_open_b
26.546680,0.304677,-0.089010,0.091694,-0.364316175,0.265340102,0.391384929,0.802300562,-0.682613077,-1.006875585,-2.063995793,6,5,two_open_b
26.570922,0.304754,-0.088486,0.091487,-0.365000356,0.265706016,0.390825922,0.802140980,-0.683331747,-1.005109947,-2.062913006,6,5,two_open_b
26.595164,0.304829,-0.087946,0.091292,-0.365736111,0.266010689,0.390288458,0.801966539,-0.683875749,-1.003376265,-2.061742216,6,5,two_open_b
26.619407,0.304909,-0.087381,0.091092,-0.366457630,0.266322861,0.389716159,0.801811857,-0.684443315,-1.001561107,-2.060637088,6,5,two_open_b
26.643649,0.304990,-0.086802,0.090889,-0.367173101,0.266669201,0.389148314,0.801645209,-0.685100276,-0.999761565,-2.059508004,6,5,two_open_b
26.667892,0.305070,-0.086193,0.090686,-0.367934351,0.266951747,0.388696990,0.801421068,-0.685578075,-0.998240833,-2.058187367,6,5,two_open_b
26.692134,0.305145,-0.085550,0.090485,-0.368639504,0.267699248,0.387645043,0.801357192,-0.687267530,-0.995205828,-2.057334051,6,5,two_open_b
26.716377,0.305215,-0.084893,0.090287,-0.369296612,0.268627549,0.386376036,0.801356856,-0.689435627,-0.991638443,-2.056691386,6,5,two_open_b
26.740619,0.305282,-0.084220,0.090084,-0.369979760,0.269379548,0.385620739,0.801153095,-0.691141520,-0.989379133,-2.055501879,6,5,two_open_b
26.764861,0.305354,-0.083542,0.089871,-0.370668628,0.269934952,0.385231841,0.800834764,-0.692340223,-0.988058410,-2.054013812,6,5,two_open_b
26.789104,0.305424,-0.082865,0.089683,-0.371322307,0.270396804,0.384830406,0.800569092,-0.693309877,-0.986722908,-2.052696075,6,5,two_open_b
26.813346,0.305494,-0.082182,0.089497,-0.371969883,0.270860193,0.384389766,0.800323478,-0.694284904,-0.985290635,-2.051436583,6,5,two_open_b
26.837589,0.305570,-0.081476,0.089299,-0.372635859,0.271332853,0.384103356,0.799991007,-0.695277058,-0.984245912,-2.049937515,6,5,two_open_b
26.861831,0.305648,-0.080763,0.089099,-0.373273074,0.271866288,0.383766744,0.799674321,-0.696433784,-0.983086677,-2.048507809,6,5,two_open_b
26.886073,0.305725,-0.080017,0.088902,-0.373890149,0.272710928,0.383043198,0.799445317,-0.698393464,-0.980946630,-2.047323103,6,5,two_open_b
26.910316,0.305806,-0.079252,0.088706,-0.374513618,0.273650523,0.382178365,0.799246294,-0.700593006,-0.978443186,-2.046209736,6,5,two_open_b
26.934558,0.305891,-0.078485,0.088510,-0.375155902,0.274468572,0.381446671,0.799014074,-0.702473942,-0.976273331,-2.044993941,6,5,two_open_b
26.958801,0.305981,-0.077729,0.088319,-0.375807614,0.275101215,0.380936513,0.798733580,-0.703876245,-0.974667315,-2.043646349,6,5,two_open_b
26.983043,0.306082,-0.076997,0.088131,-0.376497813,0.275237252,0.381092602,0.798287092,-0.703994685,-0.974748746,-2.041837962,6,5,two_open_b
27.007286,0.306187,-0.076255,0.087963,-0.377190846,0.275267395,0.381207351,0.797894656,-0.703841373,-0.974723162,-2.040166329,6,5,two_open_b
27.031528,0.306292,-0.075497,0.087805,-0.377851375,0.275492953,0.380984203,0.797610813,-0.704198497,-0.973848879,-2.038804732,6,5,two_open_b
27.055770,0.306398,-0.074717,0.087664,-0.378476840,0.275990878,0.380369197,0.797435635,-0.705263086,-0.971989930,-2.037755456,6,5,two_open_b
27.080013,0.306500,-0.073923,0.087548,-0.378948122,0.277141116,0.378720057,0.797597794,-0.708044976,-0.967560631,-2.037716808,6,5,two_open_b
27.104255,0.306601,-0.073125,0.087439,-0.379353318,0.278574413,0.376805376,0.797812676,-0.711570814,-0.962485053,-2.037876378,6,5,two_open_b
27.128498,0.306704,-0.072333,0.087331,-0.379778179,0.280036027,0.374886594,0.798002757,-0.715161008,-0.957392080,-2.037953697,6,5,two_open_b
27.152740,0.306818,-0.071543,0.087227,-0.380175732,0.281542799,0.372866986,0.798229463,-0.718874329,-0.952055977,-2.038150758,6,5,two_open_b
27.176983,0.306946,-0.070763,0.087122,-0.380510389,0.282968067,0.371279978,0.798305766,-0.722399605,-0.947854336,-2.038024206,6,5,two_open_b
27.201225,0.307097,-0.070018,0.086995,-0.380850509,0.284041693,0.370581624,0.798086753,-0.725024335,-0.945919921,-2.037138672,6,5,two_open_b
27.225467,0.307271,-0.069298,0.086851,-0.381209350,0.284849587,0.370420979,0.797701976,-0.726963643,-0.945350097,-2.035812446,6,5,two_open_b
27.249710,0.307461,-0.068575,0.086704,-0.381608339,0.285392307,0.370552150,0.797256177,-0.728211905,-0.945507221,-2.034292537,6,5,two_open_b
27.273952,0.307655,-0.067840,0.086558,-0.381962399,0.286138965,0.370237275,0.796965230,-0.729995422,-0.944546353,-2.033211273,6,5,two_open_b
27.298195,0.307843,-0.067081,0.086423,-0.382217610,0.287499971,0.368926857,0.796960752,-0.733379521,-0.941090187,-2.032955665,6,5,two_open_b
27.322437,0.308034,-0.066308,0.086294,-0.382403451,0.289183612,0.366978823,0.797161830,-0.737609792,-0.936039121,-2.033290781,6,5,two_open_b
27.346680,0.308239,-0.065539,0.086159,-0.382566510,0.290791285,0.365121438,0.797351635,-0.741653525,-0.931230115,-2.033618891,6,5,two_open_b
27.370922,0.308460,-0.064793,0.086008,-0.382832404,0.291927950,0.364098501,0.797276429,-0.744459427,-0.928505001,-2.033172755,6,5,two_open_b
27.395164,0.308691,-0.064045,0.085858,-0.383179963,0.292826978,0.363361815,0.797115844,-0.746630025,-0.926474887,-2.032430983,6,5,two_open_b
27.419407,0.308926,-0.063282,0.085717,-0.383494953,0.293951485,0.362144398,0.797104498,-0.749386213,-0.923234047,-2.032101050,6,5,two_open_b
27.443649,0.309178,-0.062570,0.085542,-0.383965185,0.294430416,0.362162013,0.796693256,-0.750441274,-0.923074884,-2.030603732,6,5,two_open_b
27.467892,0.309436,-0.061872,0.085359,-0.384441120,0.294831777,0.362545638,0.796140634,-0.751296203,-0.923846013,-2.028741415,6,5,two_open_b
27.492134,0.309681,-0.061137,0.085202,-0.384678864,0.296293166,0.361503519,0.795957120,-0.754935816,-0.921087576,-2.028047240,6,5,two_open_b
27.516377,0.309930,-0.060417,0.085036,-0.384897162,0.297967591,0.360917620,0.795492276,-0.759124294,-0.919500445,-2.026655010,6,5,two_open_b
27.540619,0.310179,-0.059708,0.084870,-0.385083919,0.299731828,0.360356379,0.794993388,-0.763552014,-0.917990060,-2.025206351,6,5,two_open_b
27.564861,0.310418,-0.058978,0.084729,-0.385162892,0.301982667,0.359026609,0.794704920,-0.769257382,-0.914568616,-2.024396407,6,5,two_open_b
27.589104,0.310661,-0.058235,0.084595,-0.385300653,0.304103269,0.357704754,0.794425527,-0.774609197,-0.911142432,-2.023553777,6,5,two_open_b
27.613346,0.310915,-0.057497,0.084467,-0.385634995,0.305511322,0.357000132,0.794039916,-0.778073619,-0.909204881,-2.022254061,6,5,two_open_b
27.637589,0.311181,-0.056740,0.084355,-0.385976673,0.306833884,0.356144940,0.793747918,-0.781316582,-0.906881415,-2.021186190,6,5,two_open_b
27.661831,0.311452,-0.055982,0.084250,-0.386266027,0.308187233,0.355192714,0.793509497,-0.784656158,-0.904333862,-2.020304697,6,5,two_open_b
27.686073,0.311727,-0.055237,0.084161,-0.386582115,0.309356046,0.354583264,0.793173256,-0.787515189,-0.902648288,-2.019149111,6,5,two_open_b
27.710316,0.312009,-0.054490,0.084084,-0.386913501,0.310326742,0.354316460,0.792751601,-0.789863444,-0.901828884,-2.017762007,6,5,two_open_b
27.734558,0.312289,-0.053770,0.084020,-0.387189176,0.311368347,0.353970102,0.792363213,-0.792412137,-0.900830824,-2.016512699,6,5,two_open_b
27.758801,0.312577,-0.053080,0.083960,-0.387530666,0.311926256,0.354261538,0.791846422,-0.793704866,-0.901428143,-2.014874815,6,5,two_open_b
27.783043,0.312879,-0.052387,0.083901,-0.387917684,0.312297661,0.354833662,0.791254140,-0.794505745,-0.902720121,-2.013002455,6,5,two_open_b
27.807286,0.313191,-0.051695,0.083866,-0.388223425,0.312810213,0.354823562,0.790906178,-0.795695673,-0.902565073,-2.011828891,6,5,two_open_b
27.831528,0.313513,-0.050987,0.083855,-0.388460464,0.313696948,0.354060811,0.790780396,-0.797862627,-0.900524824,-2.011285504,6,5,two_open_b
27.855770,0.313841,-0.050287,0.083847,-0.388716677,0.314487691,0.353396812,0.790637420,-0.799777799,-0.898728098,-2.010680462,6,5,two_open_b
27.880013,0.314193,-0.049592,0.083832,-0.389068226,0.314829430,0.353258101,0.790390447,-0.800515035,-0.898227402,-2.009721380,6,5,two_open_b
27.904255,0.314554,-0.048932,0.083827,-0.389445630,0.314891485,0.353405070,0.790114113,-0.800531311,-0.898442282,-2.008663674,6,5,two_open_b
27.928498,0.314928,-0.048295,0.083819,-0.389902581,0.314585959,0.354139183,0.789681639,-0.799583500,-0.900115976,-2.007134746,6,5,two_open_b
27.952740,0.315322,-0.047688,0.083810,-0.390373548,0.313910697,0.355473380,0.789118016,-0.797691321,-0.903307956,-2.005260090,6,5,two_open_b
27.976983,0.315715,-0.047080,0.083821,-0.390695210,0.313720700,0.356184113,0.788713797,-0.797088525,-0.904977802,-2.003931259,6,5,two_open_b
28.001225,0.316103,-0.046459,0.083852,-0.390849771,0.314264191,0.356059642,0.788477017,-0.798411666,-0.904596134,-2.003184793,6,5,two_open_b
28.025467,0.316497,-0.045843,0.083890,-0.390991260,0.314878753,0.356022988,0.788178176,-0.799920059,-0.904443143,-2.002293029,6,5,two_open_b
28.049710,0.316899,-0.045233,0.083937,-0.391104153,0.315552890,0.355925317,0.787896620,-0.801590308,-0.904147271,-2.001472062,6,5,two_open_b
28.073952,0.317305,-0.044644,0.083994,-0.391132365,0.316357895,0.355572134,0.787719247,-0.803624635,-0.903238170,-2.000995081,6,5,two_open_b
28.098195,0.317724,-0.044073,0.084051,-0.391185286,0.316893876,0.355585340,0.787471529,-0.804966227,-0.903249357,-2.000316303,6,5,two_open_b
28.122437,0.318159,-0.043547,0.084087,-0.391354821,0.316782136,0.356642249,0.786954121,-0.804618585,-0.905862260,-1.998843494,6,5,two_open_b
28.146680,0.318603,-0.043044,0.084117,-0.391626440,0.316225474,0.358474276,0.786210134,-0.803102660,-0.910399916,-1.996700147,6,5,two_open_b
28.170922,0.319037,-0.042522,0.084174,-0.391773642,0.316276226,0.359232749,0.785770065,-0.803176271,-0.912263382,-1.995445177,6,5,two_open_b
28.195164,0.319465,-0.041992,0.084247,-0.391880380,0.316616924,0.359388652,0.785508299,-0.804001342,-0.912613749,-1.994680885,6,5,two_open_b
28.219407,0.319890,-0.041469,0.084323,-0.392063149,0.316967407,0.359433808,0.785255047,-0.804822570,-0.912650434,-1.993867419,6,5,two_open_b
28.243649,0.320311,-0.040963,0.084403,-0.392294790,0.317273181,0.359488579,0.784990757,-0.805511749,-0.912690678,-1.992980550,6,5,two_open_b
28.267892,0.320735,-0.040483,0.084488,-0.392522526,0.317459285,0.359680852,0.784713549,-0.805898464,-0.913081644,-1.992064724,6,5,two_open_b
28.292134,0.321169,-0.040044,0.084566,-0.392815419,0.317054440,0.360664086,0.784279253,-0.804760581,-0.915452371,-1.990689759,6,5,two_open_b
28.316377,0.321614,-0.039651,0.084637,-0.393181092,0.315963996,0.362508383,0.783685559,-0.801855778,-0.919976467,-1.988843035,6,5,two_open_b
28.340619,0.322052,-0.039263,0.084733,-0.393469163,0.315162345,0.363748003,0.783289285,-0.799713733,-0.922998189,-1.987569925,6,5,two_open_b
28.364861,0.322472,-0.038872,0.084852,-0.393665172,0.314964938,0.364057805,0.783126257,-0.799139669,-0.923699747,-1.986974363,6,5,two_open_b
28.389104,0.322881,-0.038495,0.084978,-0.393844952,0.314956997,0.364052890,0.783041338,-0.799052440,-0.923609741,-1.986592131,6,5,two_open_b
28.413346,0.323282,-0.038149,0.085100,-0.394010028,0.314942499,0.364173690,0.782907941,-0.798954080,-0.923845008,-1.986100625,6,5,two_open_b
28.437589,0.323676,-0.037830,0.085219,-0.394169207,0.314833596,0.364513507,0.782713451,-0.798618465,-0.924638352,-1.985459696,6,5,two_open_b
28.461831,0.324066,-0.037538,0.085333,-0.394270095,0.314742859,0.364788603,0.782570955,-0.798350702,-0.925292597,-1.985004752,6,5,two_open_b
28.486073,0.324449,-0.037272,0.085445,-0.394330866,0.314615995,0.365069666,0.782460276,-0.798006271,-0.925979250,-1.984667715,6,5,two_open_b
28.510316,0.324821,-0.037002,0.085575,-0.394309829,0.314799982,0.364641352,0.782596585,-0.798480785,-0.924901937,-1.985032947,6,5,two_open_b
28.534558,0.325187,-0.036751,0.085703,-0.394290477,0.315039325,0.363975285,0.782820053,-0.799095090,-0.923220817,-1.985617702,6,5,two_open_b
28.558801,0.325555,-0.036540,0.085813,-0.394402643,0.314694054,0.364071062,0.782857886,-0.798177524,-0.923415409,-1.985609709,6,5,two_open_b
28.583043,0.325919,-0.036353,0.085918,-0.394574593,0.313906529,0.364381382,0.782943031,-0.796116187,-0.924128330,-1.985666312,6,5,two_open_b
28.607286,0.326284,-0.036190,0.086017,-0.394691285,0.313114360,0.364601930,0.783098730,-0.794063878,-0.924637320,-1.985953040,6,5,two_open_b
28.631528,0.326647,-0.036046,0.086111,-0.394744483,0.312483062,0.364641505,0.783305625,-0.792443225,-0.924714728,-1.986428418,6,5,two_open_b
28.655770,0.327003,-0.035932,0.086194,-0.394754637,0.311841602,0.364774569,0.783494165,-0.790812763,-0.925047789,-1.986897133,6,5,two_open_b
28.680013,0.327345,-0.035847,0.086268,-0.394654870,0.311404668,0.365011225,0.783607983,-0.789741489,-0.925691031,-1.987278285,6,5,two_open_b
28.704255,0.327675,-0.035792,0.086326,-0.394516299,0.311098816,0.365305965,0.783661897,-0.789016851,-0.926498422,-1.987543539,6,5,two_open_b
28.728498,0.327998,-0.035754,0.086376,-0.394387389,0.310820899,0.365621266,0.783690019,-0.788359419,-0.927353889,-1.987734451,6,5,two_open_b
28.752740,0.328311,-0.035737,0.086418,-0.394216697,0.310792384,0.365623578,0.783786125,-0.788349903,-0.927433640,-1.988136605,6,5,two_open_b
28.776983,0.328607,-0.035745,0.086458,-0.393981166,0.311009701,0.365278530,0.783979210,-0.788987891,-0.926660281,-1.988845046,6,5,two_open_b
28.801225,0.328907,-0.035772,0.086489,-0.393755516,0.311050965,0.365265094,0.784082459,-0.789175710,-0.926723827,-1.989316547,6,5,two_open_b
28.825467,0.329214,-0.035824,0.086508,-0.393550706,0.310843474,0.365688797,0.784070074,-0.788724708,-0.927887551,-1.989475387,6,5,two_open_b
28.849710,0.329517,-0.035903,0.086519,-0.393361503,0.310425066,0.366404140,0.783996819,-0.787732657,-0.929784796,-1.989465301,6,5,two_open_b
28.873952,0.329813,-0.036019,0.086521,-0.393171394,0.310016875,0.367224473,0.783869874,-0.786766692,-0.931949218,-1.989319803,6,5,two_open_b
28.898195,0.330090,-0.036153,0.086526,-0.392964936,0.309683171,0.367967918,0.783756661,-0.785995616,-0.933926017,-1.989224333,6,5,two_open_b
28.922437,0.330353,-0.036288,0.086546,-0.392670412,0.309694066,0.368265273,0.783760309,-0.786131439,-0.934809351,-1.989507347,6,5,two_open_b
28.946680,0.330597,-0.036436,0.086579,-0.392226023,0.310242582,0.367939450,0.783918904,-0.787687370,-0.934176270,-1.990323240,6,5,two_open_b
28.970922,0.330831,-0.036591,0.086620,-0.391669418,0.311231399,0.366905907,0.784289576,-0.790403563,-0.931794598,-1.991782571,6,5,two_open_b
28.995164,0.331058,-0.036755,0.086668,-0.391038774,0.312540495,0.365425536,0.784774677,-0.793962284,-0.928308804,-1.993602447,6,5,two_open_b
29.019407,0.331271,-0.036938,0.086712,-0.390484956,0.313721222,0.364083132,0.785203137,-0.797168275,-0.925138315,-1.995207806,6,5,two_open_b
29.043649,0.331486,-0.037157,0.086734,-0.390101841,0.314241004,0.363648256,0.785387224,-0.798632232,-0.924198988,-1.996033438,6,5,two_open_b
29.067892,0.331712,-0.037401,0.086739,-0.389877700,0.313846401,0.364090514,0.785451407,-0.797713056,-0.925420065,-1.996406016,6,5,two_open_b
29.092134,0.331939,-0.037647,0.086741,-0.389656797,0.313351508,0.364169193,0.785722096,-0.796537549,-0.925715781,-1.997300590,6,5,two_open_b
29.116377,0.332156,-0.037902,0.086727,-0.389429139,0.313100670,0.363878637,0.786069497,-0.795984768,-0.925075799,-1.998396702,6,5,two_open_b
29.140619,0.332367,-0.038168,0.086698,-0.389228089,0.312926489,0.363637943,0.786349765,-0.795616862,-0.924550940,-1.999297455,6,5,two_open_b
29.164861,0.332563,-0.038440,0.086662,-0.388957880,0.313189135,0.363065861,0.786643193,-0.796385429,-0.923213257,-2.000296648,6,5,two_open_b
29.189104,0.332743,-0.038705,0.086631,-0.388576631,0.313961486,0.361793913,0.787109619,-0.798491993,-0.920143250,-2.001840212,6,5,two_open_b
29.213346,0.332929,-0.038999,0.086571,-0.388287622,0.314333069,0.361267816,0.787345546,-0.799545309,-0.918929683,-2.002711451,6,5,two_open_b
29.237589,0.333118,-0.039321,0.086481,-0.388090227,0.314351315,0.361481911,0.787337320,-0.799665696,-0.919559327,-2.002875814,6,5,two_open_b
29.261831,0.333293,-0.039644,0.086387,-0.387748421,0.314828594,0.361256431,0.787418509,-0.801008160,-0.919132997,-2.003403322,6,5,two_open_b
29.286073,0.333465,-0.039972,0.086288,-0.387291514,0.315351867,0.360934044,0.787581805,-0.802511417,-0.918509518,-2.004248132,6,5,two_open_b
29.310316,0.333637,-0.040299,0.086181,-0.386766297,0.315922991,0.360513863,0.787803433,-0.804162902,-0.917666277,-2.005306084,6,5,two_open_b
29.334558,0.333803,-0.040629,0.086058,-0.386211855,0.316660702,0.360031628,0.787999765,-0.806250424,-0.916677221,-2.006327720,6,5,two_open_b
29.358801,0.333954,-0.040934,0.085942,-0.385629351,0.317828611,0.358800299,0.788376384,-0.809445330,-0.913791951,-2.007835547,6,5,two_open_b
29.383043,0.334088,-0.041205,0.085836,-0.384986195,0.319590722,0.356640117,0.788958318,-0.814178932,-0.908564766,-2.009924559,6,5,two_open_b
29.407286,0.334225,-0.041488,0.085708,-0.384405183,0.321073369,0.355060634,0.789351945,-0.818179366,-0.904787856,-2.011476307,6,5,two_open_b
29.431528,0.334381,-0.041795,0.085553,-0.383906183,0.321908052,0.354440196,0.789533658,-0.820498748,-0.903418650,-2.012411230,6,5,two_open_b
29.455770,0.334550,-0.042115,0.085375,-0.383479396,0.322396656,0.354291931,0.789608243,-0.821909018,-0.903221940,-2.013005172,6,5,two_open_b
29.480013,0.334717,-0.042438,0.085185,-0.383069865,0.323062431,0.354238230,0.789559004,-0.823764947,-0.903258966,-2.013267313,6,5,two_open_b
29.504255,0.334882,-0.042757,0.084995,-0.382672950,0.323837914,0.353969102,0.789554491,-0.825896498,-0.902741245,-2.013631701,6,5,two_open_b
29.528498,0.335045,-0.043069,0.084809,-0.382332505,0.324702746,0.353350680,0.789641235,-0.828234763,-0.901308413,-2.014175517,6,5,two_open_b
29.552740,0.335205,-0.043363,0.084632,-0.381996668,0.325758482,0.352304875,0.789836206,-0.831059010,-0.898782861,-2.014991262,6,5,two_open_b
29.576983,0.335364,-0.043650,0.084457,-0.381688283,0.326736942,0.351371763,0.789996778,-0.833676210,-0.896532477,-2.015693472,6,5,two_open_b
29.601225,0.335523,-0.043933,0.084286,-0.381425049,0.327550395,0.350571815,0.790142439,-0.835855330,-0.894602251,-2.016314983,6,5,two_open_b
29.625467,0.335683,-0.044213,0.084118,-0.381201321,0.328308033,0.349617488,0.790358779,-0.837876961,-0.892260951,-2.017079525,6,5,two_open_b
29.649710,0.335844,-0.044491,0.083954,-0.381009215,0.329065156,0.348416981,0.790666623,-0.839885197,-0.889277578,-2.018047733,6,5,two_open_b
29.673952,0.336001,-0.044754,0.083792,-0.380866872,0.329798702,0.347229064,0.790952096,-0.841813888,-0.886305028,-2.018911701,6,5,two_open_b
29.698195,0.336157,-0.045013,0.083630,-0.380789790,0.330291826,0.346308468,0.791187013,-0.843103200,-0.883987294,-2.019584653,6,5,two_open_b
29.722437,0.336316,-0.045274,0.083463,-0.380755716,0.330623716,0.345619941,0.791365844,-0.843963928,-0.882243919,-2.020073558,6,5,two_open_b
29.746680,0.336480,-0.045550,0.083285,-0.380801877,0.330647076,0.345338266,0.791456836,-0.844005207,-0.881505736,-2.020261900,6,5,two_open_b
29.770922,0.336660,-0.045850,0.083086,-0.381003513,0.330070318,0.345922937,0.791345203,-0.842452973,-0.882914307,-2.019785123,6,5,two_open_b
29.795164,0.336842,-0.046149,0.082886,-0.381278217,0.329256908,0.346694449,0.791214111,-0.840268165,-0.884769008,-2.019189308,6,5,two_open_b
29.819407,0.337023,-0.046442,0.082688,-0.381549175,0.328380068,0.347504716,0.791092429,-0.837923553,-0.886723692,-2.018621234,6,5,two_open_b
29.843649,0.337190,-0.046716,0.082503,-0.381740975,0.328030605,0.347677797,0.791068834,-0.836956260,-0.887085241,-2.018378780,6,5,two_open_b
29.867892,0.337348,-0.046977,0.082324,-0.381893008,0.328022911,0.347366767,0.791135279,-0.836876737,-0.886228241,-2.018403866,6,5,two_open_b
29.892134,0.337499,-0.047235,0.082147,-0.382043468,0.328151387,0.346913118,0.791208407,-0.837145234,-0.885008184,-2.018447497,6,5,two_open_b
29.916377,0.337630,-0.047472,0.081985,-0.382053675,0.329121052,0.345381540,0.791470729,-0.839614907,-0.881096750,-2.019107005,6,5,two_open_b
29.940619,0.337753,-0.047705,0.081823,-0.382057302,0.330171483,0.343759652,0.791737527,-0.842293204,-0.876957683,-2.019784182,6,5,two_open_b
