t_sec,x_m,y_m,z_m,qw,qx,qy,qz,rx,ry,rz,hand_gesture_id,hand_rog,hand_pose_name
90.449710,0.301450,0.010041,0.093009,-0.391789194,0.201800016,0.292200127,0.848762079,-0.512462817,-0.742030171,-2.155396289,5,4,two_grasp_b
90.473952,0.301442,0.010059,0.093123,-0.391800686,0.202447139,0.291589971,0.848812504,-0.514103396,-0.740476726,-2.155512761,5,4,two_grasp_b
90.498195,0.301434,0.010077,0.093231,-0.391812638,0.203105890,0.290952426,0.848868388,-0.515773378,-0.738853585,-2.155642628,5,4,two_grasp_b
90.522437,0.301434,0.010093,0.093323,-0.391850013,0.203902856,0.290240302,0.848903858,-0.517788168,-0.737032318,-2.155695032,5,4,two_grasp_b
90.546680,0.301438,0.010105,0.093405,-0.391910941,0.204772683,0.289541370,0.848905035,-0.519982185,-0.735236516,-2.155636616,5,4,two_grasp_b
90.570922,0.301446,0.010112,0.093478,-0.391931152,0.205673492,0.288861242,0.848909636,-0.522264686,-0.733502525,-2.155627931,5,4,two_grasp_b
90.595164,0.301464,0.010114,0.093538,-0.391922585,0.206568845,0.288145710,0.848939367,-0.524540347,-0.731688513,-2.155712063,5,4,two_grasp_b
90.619407,0.301498,0.010112,0.093581,-0.391917516,0.207435945,0.287309540,0.849013673,-0.526743423,-0.729566954,-2.155905856,5,4,two_grasp_b
90.643649,0.301542,0.010108,0.093611,-0.391909455,0.208289856,0.286319128,0.849142904,-0.528913757,-0.727054735,-2.156242139,5,4,two_grasp_b
90.667892,0.301595,0.010097,0.093624,-0.391917466,0.209130286,0.285296192,0.849276931,-0.531045886,-0.724454465,-2.156574400,5,4,two_grasp_b
90.692134,0.301656,0.010069,0.093617,-0.391980380,0.209707018,0.284838810,0.849259207,-0.532494723,-0.723271757,-2.156465967,5,4,two_grasp_b
90.716377,0.301723,0.010030,0.093600,-0.392036412,0.210265418,0.284410283,0.849238893,-0.533898645,-0.722164711,-2.156357898,5,4,two_grasp_b
90.740619,0.301799,0.009978,0.093577,-0.392128044,0.210657572,0.284369929,0.849112906,-0.534871479,-0.722031319,-2.155945649,5,4,two_grasp_b
90.764861,0.301881,0.009922,0.093551,-0.392203659,0.211141044,0.284111164,0.849044519,-0.536080092,-0.721348803,-2.155695816,5,4,two_grasp_b
90.789104,0.301970,0.009864,0.093516,-0.392227824,0.211697625,0.283591043,0.849068648,-0.537487163,-0.720020101,-2.155732730,5,4,two_grasp_b
90.813346,0.302060,0.009805,0.093482,-0.392241120,0.212292176,0.282954276,0.849126500,-0.538993342,-0.718398922,-2.155866214,5,4,two_grasp_b
90.837589,0.302152,0.009744,0.093448,-0.392242754,0.212927009,0.282154885,0.849232790,-0.540604720,-0.716368786,-2.156134429,5,4,two_grasp_b
90.861831,0.302241,0.009682,0.093415,-0.392245326,0.213631307,0.281177124,0.849379005,-0.542392224,-0.713885469,-2.156503066,5,4,two_grasp_b
90.886073,0.302333,0.009619,0.093388,-0.392273647,0.214418785,0.279918672,0.849583138,-0.544384359,-0.710680957,-2.156992787,5,4,two_grasp_b
90.910316,0.302427,0.009553,0.093360,-0.392308130,0.215154261,0.278710478,0.849778468,-0.546242845,-0.707602088,-2.157453937,5,4,two_grasp_b
90.934558,0.302520,0.009485,0.093330,-0.392362670,0.215849279,0.277556262,0.849954790,-0.547993417,-0.704653753,-2.157846584,5,4,two_grasp_b
90.958801,0.302612,0.009415,0.093298,-0.392447687,0.216502181,0.276450990,0.850109680,-0.549629152,-0.701819827,-2.158154065,5,4,two_grasp_b
90.983043,0.302702,0.009343,0.093265,-0.392566914,0.217129426,0.275405976,0.850233838,-0.551190811,-0.699127917,-2.158349001,5,4,two_grasp_b
91.007286,0.302790,0.009269,0.093229,-0.392713886,0.217754488,0.274415680,0.850326303,-0.552739592,-0.696566176,-2.158435485,5,4,two_grasp_b
91.031528,0.302878,0.009180,0.093180,-0.392930839,0.218057795,0.274143815,0.850236039,-0.553453390,-0.695805549,-2.157987606,5,4,two_grasp_b
91.055770,0.302973,0.009071,0.093104,-0.393265860,0.217943310,0.274663841,0.849942617,-0.553076253,-0.697016337,-2.156905285,5,4,two_grasp_b
91.080013,0.303072,0.008952,0.093012,-0.393670323,0.217607024,0.275592127,0.849540958,-0.552118555,-0.699239961,-2.155478798,5,4,two_grasp_b
91.104255,0.303173,0.008846,0.092931,-0.394035813,0.217554243,0.275894219,0.849286942,-0.551890451,-0.699886993,-2.154466614,5,4,two_grasp_b
91.128498,0.303275,0.008763,0.092875,-0.394289676,0.217940092,0.275192063,0.849298002,-0.552803758,-0.698023045,-2.154239370,5,4,two_grasp_b
91.152740,0.303382,0.008678,0.092815,-0.394543203,0.218214126,0.274614668,0.849296791,-0.553433353,-0.696476068,-2.153981408,5,4,two_grasp_b
91.176983,0.303494,0.008579,0.092736,-0.394854695,0.218107449,0.274733850,0.849140873,-0.553082399,-0.696677064,-2.153272961,5,4,two_grasp_b
91.201225,0.303606,0.008490,0.092657,-0.395140881,0.218072700,0.274664983,0.849038944,-0.552920452,-0.696409440,-2.152727039,5,4,two_grasp_b
91.225467,0.303717,0.008422,0.092591,-0.395347029,0.218384134,0.273992170,0.849080319,-0.553656846,-0.694636730,-2.152624934,5,4,two_grasp_b
91.249710,0.303827,0.008361,0.092527,-0.395522861,0.218854143,0.273253941,0.849115312,-0.554802933,-0.692708331,-2.152537115,5,4,two_grasp_b
91.273952,0.303941,0.008296,0.092456,-0.395731959,0.219150607,0.272943792,0.849041174,-0.555500309,-0.691854622,-2.152139300,5,4,two_grasp_b
91.298195,0.304062,0.008222,0.092379,-0.396003005,0.218970182,0.273402680,0.848813675,-0.554972826,-0.692930227,-2.151290738,5,4,two_grasp_b
91.322437,0.304188,0.008150,0.092299,-0.396284097,0.218557791,0.274155483,0.848545920,-0.553855052,-0.694747136,-2.150330320,5,4,two_grasp_b
91.346680,0.304310,0.008086,0.092217,-0.396570602,0.218180936,0.274904799,0.848266579,-0.552826222,-0.696552980,-2.149335392,5,4,two_grasp_b
91.370922,0.304427,0.008025,0.092126,-0.396853829,0.217896966,0.275763960,0.847928175,-0.552033833,-0.698637703,-2.148194394,5,4,two_grasp_b
91.395164,0.304536,0.007982,0.092047,-0.397039944,0.218031321,0.276050832,0.847713138,-0.552326317,-0.699303838,-2.147463373,5,4,two_grasp_b
91.419407,0.304635,0.007964,0.091988,-0.397158854,0.218520217,0.275641296,0.847664813,-0.553534143,-0.698227702,-2.147221998,5,4,two_grasp_b
91.443649,0.304728,0.007954,0.091935,-0.397291788,0.219027787,0.275186286,0.847619355,-0.554785514,-0.697031948,-2.146973889,5,4,two_grasp_b
91.467892,0.304815,0.007946,0.091888,-0.397421458,0.219578065,0.274781367,0.847547555,-0.556145744,-0.695964273,-2.146662359,5,4,two_grasp_b
91.492134,0.304898,0.007937,0.091843,-0.397494310,0.220391387,0.274029020,0.847545872,-0.558186781,-0.694035183,-2.146585254,5,4,two_grasp_b
91.516377,0.304980,0.007930,0.091802,-0.397544727,0.221288792,0.273214602,0.847551321,-0.560446483,-0.691956250,-2.146548648,5,4,two_grasp_b
91.540619,0.305058,0.007924,0.091767,-0.397647308,0.221983718,0.272720527,0.847480597,-0.562179627,-0.690671934,-2.146266987,5,4,two_grasp_b
91.564861,0.305134,0.007919,0.091739,-0.397754108,0.222610821,0.272255416,0.847415530,-0.563739743,-0.689459738,-2.145995465,5,4,two_grasp_b
91.589104,0.305203,0.007913,0.091726,-0.397866973,0.223125941,0.271878739,0.847348003,-0.565014535,-0.688469655,-2.145711683,5,4,two_grasp_b
91.613346,0.305269,0.007908,0.091720,-0.397973759,0.223581236,0.271462506,0.847311292,-0.566139314,-0.687381462,-2.145512037,5,4,two_grasp_b
91.637589,0.305333,0.007904,0.091718,-0.398083865,0.224005623,0.271005544,0.847293758,-0.567184844,-0.686189190,-2.145357654,5,4,two_grasp_b
91.661831,0.305384,0.007896,0.091722,-0.398206168,0.224440055,0.270602874,0.847250019,-0.568252474,-0.685130612,-2.145124757,5,4,two_grasp_b
91.686073,0.305422,0.007887,0.091735,-0.398310906,0.224863640,0.270327941,0.847176233,-0.569297176,-0.684401148,-2.144833361,5,4,two_grasp_b
91.710316,0.305454,0.007874,0.091751,-0.398387543,0.225302366,0.270170244,0.847073933,-0.570387569,-0.683977499,-2.144497858,5,4,two_grasp_b
91.734558,0.305479,0.007864,0.091775,-0.398421228,0.225777780,0.269995975,0.846987067,-0.571582190,-0.683525593,-2.144244323,5,4,two_grasp_b
91.758801,0.305493,0.007869,0.091816,-0.398396299,0.226543268,0.269270053,0.847025487,-0.573526766,-0.681695747,-2.144366468,5,4,two_grasp_b
91.783043,0.305495,0.007878,0.091859,-0.398394335,0.227372750,0.268597157,0.847017800,-0.575627244,-0.679992838,-2.144348969,5,4,two_grasp_b
91.807286,0.305487,0.007897,0.091902,-0.398352956,0.228387997,0.267557595,0.847093135,-0.578208628,-0.677374081,-2.144580998,5,4,two_grasp_b
91.831528,0.305477,0.007916,0.091941,-0.398309926,0.229313654,0.266622658,0.847158078,-0.580563737,-0.675020629,-2.144788376,5,4,two_grasp_b
91.855770,0.305466,0.007933,0.091978,-0.398284761,0.230115413,0.265838063,0.847199073,-0.582600410,-0.673042117,-2.144917292,5,4,two_grasp_b
91.880013,0.305456,0.007951,0.092013,-0.398279120,0.230804810,0.265131950,0.847235464,-0.584347345,-0.671256161,-2.145015057,5,4,two_grasp_b
91.904255,0.305446,0.007970,0.092047,-0.398296328,0.231415377,0.264455177,0.847272340,-0.585888473,-0.669537357,-2.145091235,5,4,two_grasp_b
91.928498,0.305436,0.007992,0.092081,-0.398308600,0.232056927,0.263670264,0.847335727,-0.587509366,-0.667546329,-2.145239461,5,4,two_grasp_b
91.952740,0.305427,0.008018,0.092110,-0.398287143,0.232707858,0.263006811,0.847373484,-0.589163245,-0.665873286,-2.145356483,5,4,two_grasp_b
91.976983,0.305419,0.008051,0.092140,-0.398254713,0.233386726,0.262248205,0.847437135,-0.590890905,-0.663962693,-2.145550023,5,4,two_grasp_b
92.001225,0.305416,0.008084,0.092166,-0.398197446,0.233953252,0.261597054,0.847509086,-0.592341032,-0.662331761,-2.145789396,5,4,two_grasp_b
92.025467,0.305417,0.008117,0.092189,-0.398160957,0.234260669,0.261384220,0.847506980,-0.593129451,-0.661804132,-2.145820514,5,4,two_grasp_b
92.049710,0.305423,0.008139,0.092197,-0.398151349,0.234306362,0.261671993,0.847410054,-0.593247795,-0.662535714,-2.145584704,5,4,two_grasp_b
92.073952,0.305436,0.008143,0.092184,-0.398187042,0.234108695,0.262435704,0.847211721,-0.592737467,-0.664458337,-2.145046891,5,4,two_grasp_b
92.098195,0.305449,0.008147,0.092170,-0.398235153,0.233893358,0.263215009,0.847006800,-0.592178994,-0.666416524,-2.144480024,5,4,two_grasp_b
92.122437,0.305458,0.008173,0.092178,-0.398197916,0.234098170,0.263079279,0.847009893,-0.592707818,-0.666084427,-2.144525030,5,4,two_grasp_b
92.146680,0.305466,0.008210,0.092201,-0.398101183,0.234505107,0.262535668,0.847111460,-0.593764872,-0.664738005,-2.144878778,5,4,two_grasp_b
92.170922,0.305478,0.008234,0.092212,-0.398039208,0.234632650,0.262596217,0.847086498,-0.594104953,-0.664910501,-2.144877465,5,4,two_grasp_b
92.195164,0.305492,0.008234,0.092193,-0.398099749,0.234291717,0.263690997,0.846812281,-0.593224966,-0.667663735,-2.144122690,5,4,two_grasp_b
92.219407,0.305499,0.008236,0.092169,-0.398160119,0.234020142,0.264774547,0.846520840,-0.592520685,-0.670388434,-2.143324522,5,4,two_grasp_b
92.243649,0.305500,0.008252,0.092156,-0.398153051,0.234066016,0.265323955,0.846339440,-0.592638786,-0.671781702,-2.142872283,5,4,two_grasp_b
92.267892,0.305503,0.008261,0.092134,-0.398154440,0.234036501,0.266115437,0.846098417,-0.592563674,-0.673785242,-2.142260645,5,4,two_grasp_b
92.292134,0.305516,0.008254,0.092099,-0.398213850,0.233649800,0.267503859,0.845739432,-0.591568212,-0.677281895,-2.141292494,5,4,two_grasp_b
92.316377,0.305540,0.008247,0.092066,-0.398260196,0.233127126,0.268880399,0.845425272,-0.590232139,-0.680752413,-2.140450903,5,4,two_grasp_b
92.340619,0.305566,0.008248,0.092045,-0.398226407,0.232915605,0.269507475,0.845299811,-0.589705885,-0.682350778,-2.140166927,5,4,two_grasp_b
92.364861,0.305587,0.008264,0.092036,-0.398149502,0.233042720,0.269438409,0.845323020,-0.590048848,-0.682200338,-2.140302317,5,4,two_grasp_b
92.389104,0.305605,0.008285,0.092033,-0.398082059,0.233170756,0.269387666,0.845335648,-0.590391564,-0.682093279,-2.140401495,5,4,two_grasp_b
92.413346,0.305623,0.008302,0.092030,-0.397991384,0.233299921,0.269344554,0.845356444,-0.590743549,-0.682012910,-2.140544518,5,4,two_grasp_b
92.437589,0.305642,0.008318,0.092030,-0.397909552,0.233378180,0.269302654,0.845386713,-0.590964228,-0.681932798,-2.140702729,5,4,two_grasp_b
92.461831,0.305665,0.008315,0.092013,-0.397917078,0.233032896,0.270037173,0.845244103,-0.590087828,-0.683790364,-2.140334109,5,4,two_grasp_b
92.486073,0.305694,0.008286,0.091971,-0.398016731,0.232246469,0.271706174,0.844878698,-0.588069142,-0.687984698,-2.139309561,5,4,two_grasp_b
92.510316,0.305721,0.008251,0.091920,-0.398143624,0.231391637,0.273557326,0.844456011,-0.585870018,-0.692631062,-2.138112956,5,4,two_grasp_b
92.534558,0.305746,0.008214,0.091863,-0.398287514,0.230545857,0.275442360,0.844006618,-0.583689449,-0.697357140,-2.136831975,5,4,two_grasp_b
92.558801,0.305767,0.008179,0.091806,-0.398414851,0.229804347,0.277225056,0.843564957,-0.581777631,-0.701828917,-2.135587201,5,4,two_grasp_b
92.583043,0.305787,0.008154,0.091757,-0.398525011,0.229075834,0.278825588,0.843183473,-0.579903576,-0.705844665,-2.134511975,5,4,two_grasp_b
92.607286,0.305806,0.008136,0.091711,-0.398654736,0.228267192,0.280375116,0.842827554,-0.577821617,-0.709724429,-2.133482151,5,4,two_grasp_b
92.631528,0.305825,0.008120,0.091664,-0.398800434,0.227444902,0.281890472,0.842475396,-0.575701086,-0.713511928,-2.132446124,5,4,two_grasp_b
92.655770,0.305845,0.008107,0.091616,-0.398966373,0.226609721,0.283359538,0.842128992,-0.573542813,-0.717175000,-2.131404731,5,4,two_grasp_b
92.680013,0.305864,0.008097,0.091565,-0.399148172,0.225796091,0.284869977,0.841751720,-0.571435201,-0.720936893,-2.130269662,5,4,two_grasp_b
92.704255,0.305884,0.008088,0.091514,-0.399336408,0.224975084,0.286422914,0.841355192,-0.569307573,-0.724803526,-2.129079690,5,4,two_grasp_b
92.728498,0.305910,0.008084,0.091465,-0.399526412,0.224127153,0.287936577,0.840974550,-0.567111728,-0.728569507,-2.127928381,5,4,two_grasp_b
92.752740,0.305936,0.008084,0.091417,-0.399736488,0.223217038,0.289372136,0.840623971,-0.564753670,-0.732130384,-2.126833490,5,4,two_grasp_b
92.776983,0.305964,0.008091,0.091376,-0.399955917,0.222260955,0.290766401,0.840291754,-0.562277339,-0.735582901,-2.125776029,5,4,two_grasp_b
92.801225,0.305993,0.008117,0.091351,-0.400123592,0.221567517,0.291552404,0.840122695,-0.560479373,-0.737513832,-2.125182646,5,4,two_grasp_b
92.825467,0.306024,0.008154,0.091339,-0.400208962,0.221073065,0.291869402,0.840102219,-0.559206407,-0.738286410,-2.125046503,5,4,two_grasp_b
92.849710,0.306060,0.008204,0.091339,-0.400228307,0.220677764,0.291811260,0.840217124,-0.558201470,-0.738132701,-2.125318041,5,4,two_grasp_b
92.873952,0.306097,0.008263,0.091345,-0.400201149,0.220397122,0.291483550,0.840417449,-0.557498628,-0.737313072,-2.125851602,5,4,two_grasp_b
92.898195,0.306133,0.008323,0.091350,-0.400158336,0.220150433,0.291170247,0.840611076,-0.556885708,-0.736535227,-2.126383710,5,4,two_grasp_b
92.922437,0.306166,0.008382,0.091351,-0.400099656,0.219911660,0.290947090,0.840778757,-0.556296894,-0.735990817,-2.126865898,5,4,two_grasp_b
92.946680,0.306197,0.008438,0.091348,-0.400021329,0.219691790,0.290844494,0.840908993,-0.555760941,-0.735758081,-2.127272820,5,4,two_grasp_b
92.970922,0.306227,0.008484,0.091335,-0.399925679,0.219371019,0.291189685,0.840918768,-0.554974161,-0.736664085,-2.127392168,5,4,two_grasp_b
92.995164,0.306254,0.008518,0.091309,-0.399859244,0.218812872,0.292117828,0.840773862,-0.553579238,-0.739034972,-2.127091289,5,4,two_grasp_b
93.019407,0.306277,0.008554,0.091287,-0.399799854,0.218223352,0.293056390,0.840628692,-0.552103048,-0.741429935,-2.126782760,5,4,two_grasp_b
93.043649,0.306298,0.008589,0.091269,-0.399738701,0.217608468,0.294013260,0.840483033,-0.550563054,-0.743871964,-2.126474720,5,4,two_grasp_b
93.067892,0.306322,0.008602,0.091232,-0.399760132,0.216599110,0.295743615,0.840126405,-0.548003855,-0.748242413,-2.125551244,5,4,two_grasp_b
93.092134,0.306340,0.008605,0.091182,-0.399804087,0.215574757,0.297639055,0.839699475,-0.545401055,-0.753022554,-2.124427669,5,4,two_grasp_b
93.116377,0.306350,0.008624,0.091148,-0.399826365,0.214880227,0.298947187,0.839402136,-0.543638270,-0.756324273,-2.123653402,5,4,two_grasp_b
93.140619,0.306353,0.008665,0.091139,-0.399804281,0.214389188,0.299804099,0.839232575,-0.542401532,-0.758500017,-2.123246225,5,4,two_grasp_b
93.164861,0.306346,0.008734,0.091165,-0.399675016,0.214510851,0.299492460,0.839374316,-0.542741965,-0.757757128,-2.123732496,5,4,two_grasp_b
93.189104,0.306333,0.008826,0.091219,-0.399491288,0.215137583,0.298319825,0.839718889,-0.544374200,-0.754854701,-2.124785881,5,4,two_grasp_b
93.213346,0.306316,0.008922,0.091281,-0.399280203,0.215925082,0.296878255,0.840127955,-0.546420503,-0.751280787,-2.126029711,5,4,two_grasp_b
93.237589,0.306296,0.009018,0.091343,-0.399061388,0.216690970,0.295440346,0.840541512,-0.548414489,-0.747718127,-2.127292814,5,4,two_grasp_b
93.261831,0.306278,0.009112,0.091409,-0.398815633,0.217445812,0.293958092,0.840982788,-0.550387823,-0.744051829,-2.128653028,5,4,two_grasp_b
93.286073,0.306263,0.009206,0.091479,-0.398553862,0.218283041,0.292309178,0.841464603,-0.552574290,-0.739968325,-2.130132065,6,5,two_open_b
93.310316,0.306250,0.009302,0.091556,-0.398300433,0.219221291,0.290488500,0.841971034,-0.555014898,-0.735446109,-2.131665522,6,5,two_open_b
93.334558,0.306236,0.009399,0.091638,-0.398042949,0.220129053,0.288575926,0.842513469,-0.557379941,-0.730691522,-2.133294544,6,5,two_open_b
93.358801,0.306215,0.009493,0.091720,-0.397773741,0.221023446,0.286693846,0.843048828,-0.559714756,-0.726016985,-2.134917708,6,5,two_open_b
93.383043,0.306185,0.009585,0.091799,-0.397542918,0.221883103,0.284963672,0.843518359,-0.561952136,-0.721713111,-2.136336377,6,5,two_open_b
93.407286,0.306149,0.009674,0.091876,-0.397363790,0.222541036,0.283623108,0.843881175,-0.563665478,-0.718377868,-2.137433591,6,5,two_open_b
93.431528,0.306114,0.009762,0.091953,-0.397150598,0.223231671,0.282282680,0.844248490,-0.565470916,-0.715053760,-2.138576326,6,5,two_open_b
93.455770,0.306078,0.009850,0.092031,-0.396882570,0.224114953,0.280618501,0.844695194,-0.567779268,-0.710926982,-2.139975097,6,5,two_open_b
93.480013,0.306044,0.009937,0.092110,-0.396611505,0.224976712,0.278944973,0.845147617,-0.570034473,-0.706776490,-2.141391755,6,5,two_open_b
93.504255,0.306010,0.010023,0.092191,-0.396327441,0.225832046,0.277255452,0.845608574,-0.572277438,-0.702588683,-2.142843393,6,5,two_open_b
93.528498,0.305977,0.010109,0.092272,-0.396029205,0.226678556,0.275551626,0.846078603,-0.574502433,-0.698368130,-2.144332594,6,5,two_open_b
93.552740,0.305946,0.010193,0.092355,-0.395714046,0.227515280,0.273838108,0.846557666,-0.576707797,-0.694127322,-2.145862059,6,5,two_open_b
93.576983,0.305916,0.010277,0.092439,-0.395373470,0.228355952,0.272130467,0.847040959,-0.578930690,-0.689908352,-2.147428177,6,5,two_open_b
93.601225,0.305888,0.010362,0.092526,-0.395020970,0.229184018,0.270356412,0.847549721,-0.581125561,-0.685523461,-2.149071349,6,5,two_open_b
93.625467,0.305863,0.010447,0.092612,-0.394680488,0.229910922,0.268668576,0.848048039,-0.583061340,-0.681351970,-2.150676541,6,5,two_open_b
93.649710,0.305840,0.010521,0.092689,-0.394356195,0.230627834,0.267145310,0.848485343,-0.584967979,-0.677591465,-2.152111244,6,5,two_open_b
93.673952,0.305817,0.010590,0.092761,-0.394011843,0.231426807,0.265652779,0.848896284,-0.587088867,-0.673914103,-2.153499695,6,5,two_open_b
93.698195,0.305793,0.010657,0.092832,-0.393654114,0.232237560,0.264163552,0.849305465,-0.589244015,-0.670248138,-2.154897609,6,5,two_open_b
93.722437,0.305770,0.010722,0.092901,-0.393277121,0.233057489,0.262702856,0.849708492,-0.591428499,-0.666659356,-2.156299804,6,5,two_open_b
93.746680,0.305744,0.010787,0.092968,-0.392876208,0.233869960,0.261276643,0.850110371,-0.593601464,-0.663164253,-2.157723719,6,5,two_open_b
93.770922,0.305719,0.010851,0.093034,-0.392465036,0.234691072,0.259842032,0.850513618,-0.595800042,-0.659649694,-2.159162026,6,5,two_open_b
93.795164,0.305692,0.010912,0.093097,-0.392048104,0.235537179,0.258450175,0.850896015,-0.598064554,-0.656244120,-2.160553797,6,5,two_open_b
93.819407,0.305663,0.010971,0.093159,-0.391613800,0.236476154,0.257210880,0.851211033,-0.600570690,-0.653229990,-2.161792589,6,5,two_open_b
93.843649,0.305633,0.011023,0.093214,-0.391162263,0.237457265,0.256026995,0.851502383,-0.603189749,-0.650360640,-2.162989236,6,5,two_open_b
93.867892,0.305603,0.011059,0.093251,-0.390765937,0.238205212,0.255471424,0.851642302,-0.605201883,-0.649069706,-2.163745789,6,5,two_open_b
93.892134,0.305572,0.011086,0.093279,-0.390440464,0.238742657,0.255324784,0.851685061,-0.606659740,-0.648795942,-2.164183994,6,5,two_open_b
93.916377,0.305543,0.011110,0.093302,-0.390158717,0.239162951,0.255460188,0.851655653,-0.607807874,-0.649225615,-2.164394650,6,5,two_open_b
93.940619,0.305516,0.011129,0.093321,-0.389926721,0.239420406,0.255815489,0.851582913,-0.608528249,-0.650199181,-2.164444828,6,5,two_open_b
93.964861,0.305488,0.011149,0.093338,-0.389701252,0.239697553,0.256164928,0.851503110,-0.609296979,-0.651156069,-2.164470460,6,5,two_open_b
93.989104,0.305460,0.011169,0.093355,-0.389474472,0.240025458,0.256453722,0.851427568,-0.610195286,-0.651959395,-2.164508266,6,5,two_open_b
94.013346,0.305433,0.011190,0.093370,-0.389248153,0.240392179,0.256725774,0.851345613,-0.611192343,-0.652720184,-2.164529321,6,5,two_open_b
94.037589,0.305406,0.011220,0.093392,-0.389011119,0.240859081,0.256691011,0.851332472,-0.612447423,-0.652704261,-2.164736232,6,5,two_open_b
94.061831,0.305382,0.011255,0.093421,-0.388711291,0.241478119,0.256306447,0.851409922,-0.614107742,-0.651817953,-2.165237278,6,5,two_open_b
94.086073,0.305358,0.011284,0.093444,-0.388398688,0.242056886,0.256089099,0.851453637,-0.615669790,-0.651360613,-2.165665641,6,5,two_open_b
94.110316,0.305331,0.011308,0.093463,-0.388094888,0.242652233,0.255966545,0.851459558,-0.617271931,-0.651141601,-2.165989071,6,5,two_open_b
94.134558,0.305296,0.011355,0.093506,-0.387719770,0.243635601,0.254991692,0.851642126,-0.619882467,-0.648775790,-2.166834489,6,5,two_open_b
94.158801,0.305261,0.011420,0.093568,-0.387313299,0.244740455,0.253380644,0.851991060,-0.622812242,-0.644799679,-2.168135470,6,5,two_open_b
94.183043,0.305231,0.011485,0.093633,-0.386907933,0.245709396,0.251781005,0.852370500,-0.625396880,-0.640850767,-2.169513502,6,5,two_open_b
94.207286,0.305203,0.011545,0.093696,-0.386485647,0.246660208,0.250185381,0.852757211,-0.627941348,-0.636915644,-2.170927839,6,5,two_open_b
94.231528,0.305181,0.011582,0.093734,-0.386089632,0.247380262,0.249388400,0.852961446,-0.629891493,-0.635004710,-2.171851357,6,5,two_open_b
94.255770,0.305164,0.011593,0.093742,-0.385721878,0.247761497,0.249579015,0.852961423,-0.630971121,-0.635599773,-2.172226246,6,5,two_open_b
94.280013,0.305147,0.011600,0.093742,-0.385402891,0.248000764,0.249962184,0.852923877,-0.631675058,-0.636670929,-2.172455965,6,5,two_open_b
94.304255,0.305129,0.011611,0.093742,-0.385112964,0.248186142,0.250279449,0.852907874,-0.632233302,-0.637565826,-2.172711002,6,5,two_open_b
94.328498,0.305112,0.011620,0.093737,-0.384841663,0.248335704,0.250723272,0.852856444,-0.632694916,-0.638777820,-2.172856854,6,5,two_open_b
94.352740,0.305097,0.011622,0.093726,-0.384601011,0.248288125,0.251476139,0.852757188,-0.632645215,-0.640768366,-2.172849608,6,5,two_open_b
94.376983,0.305084,0.011621,0.093712,-0.384363618,0.248095939,0.252376620,0.852654124,-0.632226033,-0.643134549,-2.172829342,6,5,two_open_b
94.401225,0.305073,0.011616,0.093696,-0.384153361,0.247835658,0.253421243,0.852514724,-0.631625160,-0.645860386,-2.172688767,6,5,two_open_b
94.425467,0.305063,0.011607,0.093670,-0.384003696,0.247458429,0.254737788,0.852299330,-0.630708131,-0.649261352,-2.172292613,6,5,two_open_b
94.449710,0.305053,0.011583,0.093625,-0.383935973,0.246855759,0.256586667,0.851949931,-0.629192108,-0.653994487,-2.171471204,6,5,two_open_b
94.473952,0.305044,0.011554,0.093570,-0.383909501,0.246132829,0.258731983,0.851522100,-0.627357291,-0.659470729,-2.170407743,6,5,two_open_b
94.498195,0.305034,0.011526,0.093514,-0.383879084,0.245430167,0.260866964,0.851087134,-0.625575250,-0.664921995,-2.169330091,6,5,two_open_b
94.522437,0.305023,0.011506,0.093468,-0.383801985,0.244833088,0.262683754,0.850735000,-0.624075975,-0.669577065,-2.168511128,6,5,two_open_b
94.546680,0.305009,0.011499,0.093439,-0.383675821,0.244387628,0.263993530,0.850514531,-0.622977452,-0.672955575,-2.168077735,6,5,two_open_b
94.570922,0.304994,0.011496,0.093414,-0.383545761,0.243977868,0.265179984,0.850321719,-0.621970946,-0.676021342,-2.167718771,6,5,two_open_b
94.595164,0.304978,0.011497,0.093393,-0.383413123,0.243606305,0.266241510,0.850156341,-0.621062452,-0.678769810,-2.167432335,6,5,two_open_b
94.619407,0.304961,0.011502,0.093376,-0.383280803,0.243273991,0.267173596,0.850018741,-0.620253825,-0.681188499,-2.167216369,6,5,two_open_b
94.643649,0.304942,0.011515,0.093366,-0.383157268,0.243017816,0.267835618,0.849939369,-0.619636673,-0.682916067,-2.167139892,6,5,two_open_b
94.667892,0.304920,0.011534,0.093367,-0.383021043,0.242890108,0.268187247,0.849926395,-0.619350728,-0.683856447,-2.167245652,6,5,two_open_b
94.692134,0.304894,0.011555,0.093375,-0.382882183,0.242868724,0.268385782,0.849932403,-0.619336648,-0.684407393,-2.167402521,6,5,two_open_b
94.716377,0.304866,0.011570,0.093381,-0.382733299,0.242910827,0.268710549,0.849884812,-0.619487398,-0.685283568,-2.167432945,6,5,two_open_b
94.740619,0.304832,0.011582,0.093387,-0.382566422,0.243014325,0.269056666,0.849820853,-0.619799998,-0.686220128,-2.167439980,6,5,two_open_b
94.764861,0.304796,0.011592,0.093393,-0.382391905,0.243135547,0.269395952,0.849757235,-0.620160089,-0.687141884,-2.167455683,6,5,two_open_b
94.789104,0.304759,0.011601,0.093400,-0.382209553,0.243295939,0.269683117,0.849702277,-0.620622448,-0.687933373,-2.167501477,6,5,two_open_b
